 50435/2000000: episode: 68, duration: 15.583s, episode steps: 687, steps per second:  44, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.553 [0.000, 5.000],  loss: 0.006000, mae: 0.026522, mean_q: 0.024521, mean_eps: 0.954804
 1130813/2000000: episode: 1496, duration: 22.029s, episode steps: 855, steps per second:  39, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.616 [0.000, 5.000],  loss: 0.024026, mae: 3.306694, mean_q: 3.987552, mean_eps: 0.100000
 1131592/2000000: episode: 1497, duration: 19.678s, episode steps: 779, steps per second:  40, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.208 [0.000, 5.000],  loss: 0.029334, mae: 3.292409, mean_q: 3.966707, mean_eps: 0.100000
 1132332/2000000: episode: 1498, duration: 18.456s, episode steps: 740, steps per second:  40, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.764 [0.000, 5.000],  loss: 0.025424, mae: 3.294945, mean_q: 3.972679, mean_eps: 0.100000
 1133401/2000000: episode: 1499, duration: 25.915s, episode steps: 1069, steps per second:  41, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.911 [0.000, 5.000],  loss: 0.023768, mae: 3.297498, mean_q: 3.975519, mean_eps: 0.100000
 1134048/2000000: episode: 1500, duration: 15.382s, episode steps: 647, steps per second:  42, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.071 [0.000, 5.000],  loss: 0.024896, mae: 3.301870, mean_q: 3.980139, mean_eps: 0.100000
 1134741/2000000: episode: 1501, duration: 15.966s, episode steps: 693, steps per second:  43, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.543 [0.000, 5.000],  loss: 0.025879, mae: 3.271573, mean_q: 3.945123, mean_eps: 0.100000
 1135744/2000000: episode: 1502, duration: 23.751s, episode steps: 1003, steps per second:  42, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.582 [0.000, 5.000],  loss: 0.023197, mae: 3.308308, mean_q: 3.989348, mean_eps: 0.100000
 1136270/2000000: episode: 1503, duration: 12.889s, episode steps: 526, steps per second:  41, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 3.407 [0.000, 5.000],  loss: 0.024707, mae: 3.333359, mean_q: 4.019503, mean_eps: 0.100000
 1137542/2000000: episode: 1504, duration: 30.482s, episode steps: 1272, steps per second:  42, episode reward: 28.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.664 [0.000, 5.000],  loss: 0.025407, mae: 3.310043, mean_q: 3.989862, mean_eps: 0.100000
 1138067/2000000: episode: 1505, duration: 12.775s, episode steps: 525, steps per second:  41, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.533 [0.000, 5.000],  loss: 0.022274, mae: 3.340822, mean_q: 4.028554, mean_eps: 0.100000
 1138642/2000000: episode: 1506, duration: 14.067s, episode steps: 575, steps per second:  41, episode reward:  5.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 1.957 [0.000, 5.000],  loss: 0.028150, mae: 3.312932, mean_q: 3.998176, mean_eps: 0.100000
 1139405/2000000: episode: 1507, duration: 19.732s, episode steps: 763, steps per second:  39, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.273 [0.000, 5.000],  loss: 0.023892, mae: 3.299424, mean_q: 3.978138, mean_eps: 0.100000
 1140198/2000000: episode: 1508, duration: 19.313s, episode steps: 793, steps per second:  41, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.063 [0.000, 5.000],  loss: 0.023980, mae: 3.337307, mean_q: 4.024896, mean_eps: 0.100000
 1141016/2000000: episode: 1509, duration: 20.949s, episode steps: 818, steps per second:  39, episode reward: 10.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.263 [0.000, 5.000],  loss: 0.026364, mae: 3.342301, mean_q: 4.031094, mean_eps: 0.100000
 1142077/2000000: episode: 1510, duration: 25.465s, episode steps: 1061, steps per second:  42, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.123 [0.000, 5.000],  loss: 0.022273, mae: 3.329519, mean_q: 4.014639, mean_eps: 0.100000
 1142719/2000000: episode: 1511, duration: 14.778s, episode steps: 642, steps per second:  43, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.829 [0.000, 5.000],  loss: 0.024973, mae: 3.338142, mean_q: 4.025665, mean_eps: 0.100000
 1143516/2000000: episode: 1512, duration: 19.155s, episode steps: 797, steps per second:  42, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.024744, mae: 3.331543, mean_q: 4.017849, mean_eps: 0.100000
 1144424/2000000: episode: 1513, duration: 22.443s, episode steps: 908, steps per second:  40, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.630 [0.000, 5.000],  loss: 0.023683, mae: 3.329324, mean_q: 4.014331, mean_eps: 0.100000
 1145196/2000000: episode: 1514, duration: 19.787s, episode steps: 772, steps per second:  39, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.185 [0.000, 5.000],  loss: 0.024457, mae: 3.338315, mean_q: 4.025298, mean_eps: 0.100000
 1146246/2000000: episode: 1515, duration: 27.424s, episode steps: 1050, steps per second:  38, episode reward: 24.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.362 [0.000, 5.000],  loss: 0.023116, mae: 3.341550, mean_q: 4.028744, mean_eps: 0.100000
 1146983/2000000: episode: 1516, duration: 17.652s, episode steps: 737, steps per second:  42, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.997 [0.000, 5.000],  loss: 0.025497, mae: 3.376930, mean_q: 4.071744, mean_eps: 0.100000
 1148266/2000000: episode: 1517, duration: 32.670s, episode steps: 1283, steps per second:  39, episode reward: 19.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.966 [0.000, 5.000],  loss: 0.023582, mae: 3.347234, mean_q: 4.037770, mean_eps: 0.100000
 1149456/2000000: episode: 1518, duration: 27.410s, episode steps: 1190, steps per second:  43, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.025256, mae: 3.351185, mean_q: 4.041769, mean_eps: 0.100000
 1150020/2000000: episode: 1519, duration: 14.243s, episode steps: 564, steps per second:  40, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 3.294 [0.000, 5.000],  loss: 0.029272, mae: 3.351495, mean_q: 4.039128, mean_eps: 0.100000
 1150673/2000000: episode: 1520, duration: 15.909s, episode steps: 653, steps per second:  41, episode reward: 17.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.185 [0.000, 5.000],  loss: 0.027582, mae: 3.358031, mean_q: 4.049315, mean_eps: 0.100000
 1151098/2000000: episode: 1521, duration: 10.016s, episode steps: 425, steps per second:  42, episode reward:  4.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.591 [0.000, 5.000],  loss: 0.021554, mae: 3.363770, mean_q: 4.059721, mean_eps: 0.100000
 1151876/2000000: episode: 1522, duration: 18.056s, episode steps: 778, steps per second:  43, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.550 [0.000, 5.000],  loss: 0.023111, mae: 3.364380, mean_q: 4.055500, mean_eps: 0.100000
 1153077/2000000: episode: 1523, duration: 28.113s, episode steps: 1201, steps per second:  43, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.609 [0.000, 5.000],  loss: 0.025014, mae: 3.360246, mean_q: 4.051430, mean_eps: 0.100000
 1153997/2000000: episode: 1524, duration: 22.016s, episode steps: 920, steps per second:  42, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.202 [0.000, 5.000],  loss: 0.026095, mae: 3.373917, mean_q: 4.066883, mean_eps: 0.100000
 1155074/2000000: episode: 1525, duration: 26.818s, episode steps: 1077, steps per second:  40, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.146 [0.000, 5.000],  loss: 0.023776, mae: 3.373834, mean_q: 4.068916, mean_eps: 0.100000
 1156036/2000000: episode: 1526, duration: 25.068s, episode steps: 962, steps per second:  38, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.621 [0.000, 5.000],  loss: 0.026987, mae: 3.381942, mean_q: 4.076819, mean_eps: 0.100000
 1157199/2000000: episode: 1527, duration: 27.024s, episode steps: 1163, steps per second:  43, episode reward: 26.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.208 [0.000, 5.000],  loss: 0.024184, mae: 3.375791, mean_q: 4.071727, mean_eps: 0.100000
 1157728/2000000: episode: 1528, duration: 12.186s, episode steps: 529, steps per second:  43, episode reward: 17.000, mean reward:  0.032 [ 0.000,  1.000], mean action: 2.412 [0.000, 5.000],  loss: 0.025916, mae: 3.391557, mean_q: 4.088560, mean_eps: 0.100000
 1158514/2000000: episode: 1529, duration: 18.315s, episode steps: 786, steps per second:  43, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.023948, mae: 3.382652, mean_q: 4.080702, mean_eps: 0.100000
 1159478/2000000: episode: 1530, duration: 22.953s, episode steps: 964, steps per second:  42, episode reward: 15.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.311 [0.000, 5.000],  loss: 0.026113, mae: 3.377637, mean_q: 4.071142, mean_eps: 0.100000
 1160512/2000000: episode: 1531, duration: 25.342s, episode steps: 1034, steps per second:  41, episode reward: 25.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.122 [0.000, 5.000],  loss: 0.025173, mae: 3.391550, mean_q: 4.089973, mean_eps: 0.100000
 1161015/2000000: episode: 1532, duration: 12.896s, episode steps: 503, steps per second:  39, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.636 [0.000, 5.000],  loss: 0.021720, mae: 3.407721, mean_q: 4.109278, mean_eps: 0.100000
 1161695/2000000: episode: 1533, duration: 16.734s, episode steps: 680, steps per second:  41, episode reward: 17.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.023934, mae: 3.419597, mean_q: 4.125634, mean_eps: 0.100000
 1162969/2000000: episode: 1534, duration: 31.607s, episode steps: 1274, steps per second:  40, episode reward: 28.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.310 [0.000, 5.000],  loss: 0.024091, mae: 3.427514, mean_q: 4.133473, mean_eps: 0.100000
 1164002/2000000: episode: 1535, duration: 24.478s, episode steps: 1033, steps per second:  42, episode reward: 21.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.175 [0.000, 5.000],  loss: 0.023559, mae: 3.404070, mean_q: 4.106454, mean_eps: 0.100000
 1165127/2000000: episode: 1536, duration: 26.672s, episode steps: 1125, steps per second:  42, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.276 [0.000, 5.000],  loss: 0.025783, mae: 3.400309, mean_q: 4.100299, mean_eps: 0.100000
 1166275/2000000: episode: 1537, duration: 26.998s, episode steps: 1148, steps per second:  43, episode reward: 17.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.397 [0.000, 5.000],  loss: 0.020814, mae: 3.431503, mean_q: 4.138222, mean_eps: 0.100000
 1167432/2000000: episode: 1538, duration: 26.120s, episode steps: 1157, steps per second:  44, episode reward: 22.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.553 [0.000, 5.000],  loss: 0.024562, mae: 3.431811, mean_q: 4.137884, mean_eps: 0.100000
 1167938/2000000: episode: 1539, duration: 11.608s, episode steps: 506, steps per second:  44, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.921 [0.000, 5.000],  loss: 0.025968, mae: 3.434151, mean_q: 4.139681, mean_eps: 0.100000
 1168702/2000000: episode: 1540, duration: 18.043s, episode steps: 764, steps per second:  42, episode reward: 18.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.758 [0.000, 5.000],  loss: 0.024888, mae: 3.436124, mean_q: 4.144162, mean_eps: 0.100000
 1169833/2000000: episode: 1541, duration: 27.151s, episode steps: 1131, steps per second:  42, episode reward: 23.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.486 [0.000, 5.000],  loss: 0.022938, mae: 3.442793, mean_q: 4.152849, mean_eps: 0.100000
 1170505/2000000: episode: 1542, duration: 16.776s, episode steps: 672, steps per second:  40, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.908 [0.000, 5.000],  loss: 0.023778, mae: 3.424334, mean_q: 4.131830, mean_eps: 0.100000
 1171514/2000000: episode: 1543, duration: 24.493s, episode steps: 1009, steps per second:  41, episode reward: 20.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.667 [0.000, 5.000],  loss: 0.021205, mae: 3.429290, mean_q: 4.138058, mean_eps: 0.100000
 1172037/2000000: episode: 1544, duration: 12.697s, episode steps: 523, steps per second:  41, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 1.744 [0.000, 5.000],  loss: 0.023643, mae: 3.440492, mean_q: 4.148619, mean_eps: 0.100000
 1172992/2000000: episode: 1545, duration: 23.346s, episode steps: 955, steps per second:  41, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.005 [0.000, 5.000],  loss: 0.028004, mae: 3.428799, mean_q: 4.134105, mean_eps: 0.100000
 1173551/2000000: episode: 1546, duration: 13.650s, episode steps: 559, steps per second:  41, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.197 [0.000, 5.000],  loss: 0.024319, mae: 3.426919, mean_q: 4.134200, mean_eps: 0.100000
 1174496/2000000: episode: 1547, duration: 22.364s, episode steps: 945, steps per second:  42, episode reward: 11.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.394 [0.000, 5.000],  loss: 0.027022, mae: 3.433797, mean_q: 4.140878, mean_eps: 0.100000
 1175366/2000000: episode: 1548, duration: 22.646s, episode steps: 870, steps per second:  38, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.264 [0.000, 5.000],  loss: 0.026696, mae: 3.452972, mean_q: 4.162986, mean_eps: 0.100000
 1176418/2000000: episode: 1549, duration: 27.117s, episode steps: 1052, steps per second:  39, episode reward: 25.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.760 [0.000, 5.000],  loss: 0.024302, mae: 3.447561, mean_q: 4.160538, mean_eps: 0.100000
 1177484/2000000: episode: 1550, duration: 26.869s, episode steps: 1066, steps per second:  40, episode reward: 26.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.200 [0.000, 5.000],  loss: 0.024532, mae: 3.444618, mean_q: 4.154468, mean_eps: 0.100000
 1178485/2000000: episode: 1551, duration: 24.247s, episode steps: 1001, steps per second:  41, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.515 [0.000, 5.000],  loss: 0.026604, mae: 3.452442, mean_q: 4.167397, mean_eps: 0.100000
 1179512/2000000: episode: 1552, duration: 23.805s, episode steps: 1027, steps per second:  43, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.251 [0.000, 5.000],  loss: 0.025891, mae: 3.429012, mean_q: 4.134789, mean_eps: 0.100000
 1180400/2000000: episode: 1553, duration: 22.162s, episode steps: 888, steps per second:  40, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.402 [0.000, 5.000],  loss: 0.028958, mae: 3.446003, mean_q: 4.156091, mean_eps: 0.100000
 1180831/2000000: episode: 1554, duration: 10.609s, episode steps: 431, steps per second:  41, episode reward:  3.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.023614, mae: 3.456989, mean_q: 4.174456, mean_eps: 0.100000
 1181190/2000000: episode: 1555, duration: 8.015s, episode steps: 359, steps per second:  45, episode reward:  7.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 3.331 [0.000, 5.000],  loss: 0.028147, mae: 3.418441, mean_q: 4.120665, mean_eps: 0.100000
 1182256/2000000: episode: 1556, duration: 24.616s, episode steps: 1066, steps per second:  43, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.942 [0.000, 5.000],  loss: 0.025746, mae: 3.431074, mean_q: 4.137894, mean_eps: 0.100000
 1182592/2000000: episode: 1557, duration: 8.108s, episode steps: 336, steps per second:  41, episode reward:  2.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 3.131 [0.000, 5.000],  loss: 0.031118, mae: 3.395359, mean_q: 4.097036, mean_eps: 0.100000
 1183306/2000000: episode: 1558, duration: 17.298s, episode steps: 714, steps per second:  41, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.028297, mae: 3.457357, mean_q: 4.169456, mean_eps: 0.100000
 1184481/2000000: episode: 1559, duration: 28.449s, episode steps: 1175, steps per second:  41, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.562 [0.000, 5.000],  loss: 0.025138, mae: 3.429013, mean_q: 4.134461, mean_eps: 0.100000
 1185853/2000000: episode: 1560, duration: 35.298s, episode steps: 1372, steps per second:  39, episode reward: 26.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.125 [0.000, 5.000],  loss: 0.023255, mae: 3.414262, mean_q: 4.117722, mean_eps: 0.100000
 1186573/2000000: episode: 1561, duration: 18.673s, episode steps: 720, steps per second:  39, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.244 [0.000, 5.000],  loss: 0.025094, mae: 3.385317, mean_q: 4.082102, mean_eps: 0.100000
 1187636/2000000: episode: 1562, duration: 25.815s, episode steps: 1063, steps per second:  41, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.056 [0.000, 5.000],  loss: 0.026132, mae: 3.384358, mean_q: 4.081026, mean_eps: 0.100000
 1188698/2000000: episode: 1563, duration: 25.411s, episode steps: 1062, steps per second:  42, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.236 [0.000, 5.000],  loss: 0.027175, mae: 3.401750, mean_q: 4.102174, mean_eps: 0.100000
 1189468/2000000: episode: 1564, duration: 19.095s, episode steps: 770, steps per second:  40, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.834 [0.000, 5.000],  loss: 0.023413, mae: 3.412516, mean_q: 4.114890, mean_eps: 0.100000
 1190199/2000000: episode: 1565, duration: 18.390s, episode steps: 731, steps per second:  40, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.402 [0.000, 5.000],  loss: 0.023183, mae: 3.386011, mean_q: 4.085419, mean_eps: 0.100000
 1191136/2000000: episode: 1566, duration: 23.054s, episode steps: 937, steps per second:  41, episode reward: 25.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.381 [0.000, 5.000],  loss: 0.022327, mae: 3.375868, mean_q: 4.072241, mean_eps: 0.100000
 1191632/2000000: episode: 1567, duration: 12.213s, episode steps: 496, steps per second:  41, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 3.393 [0.000, 5.000],  loss: 0.026220, mae: 3.359078, mean_q: 4.049362, mean_eps: 0.100000
 1192808/2000000: episode: 1568, duration: 28.960s, episode steps: 1176, steps per second:  41, episode reward: 23.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.416 [0.000, 5.000],  loss: 0.025427, mae: 3.386167, mean_q: 4.082272, mean_eps: 0.100000
 1193646/2000000: episode: 1569, duration: 19.480s, episode steps: 838, steps per second:  43, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.637 [0.000, 5.000],  loss: 0.024345, mae: 3.382599, mean_q: 4.079362, mean_eps: 0.100000
 1194614/2000000: episode: 1570, duration: 22.902s, episode steps: 968, steps per second:  42, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.779 [0.000, 5.000],  loss: 0.026013, mae: 3.374777, mean_q: 4.067562, mean_eps: 0.100000
 1195404/2000000: episode: 1571, duration: 19.944s, episode steps: 790, steps per second:  40, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.370 [0.000, 5.000],  loss: 0.021917, mae: 3.408114, mean_q: 4.112200, mean_eps: 0.100000
 1196230/2000000: episode: 1572, duration: 18.974s, episode steps: 826, steps per second:  44, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.243 [0.000, 5.000],  loss: 0.025539, mae: 3.375486, mean_q: 4.068490, mean_eps: 0.100000
 1197146/2000000: episode: 1573, duration: 21.150s, episode steps: 916, steps per second:  43, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.802 [0.000, 5.000],  loss: 0.023557, mae: 3.392930, mean_q: 4.090058, mean_eps: 0.100000
 1198061/2000000: episode: 1574, duration: 21.241s, episode steps: 915, steps per second:  43, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.543 [0.000, 5.000],  loss: 0.025032, mae: 3.398402, mean_q: 4.097679, mean_eps: 0.100000
 1198894/2000000: episode: 1575, duration: 20.638s, episode steps: 833, steps per second:  40, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.115 [0.000, 5.000],  loss: 0.027435, mae: 3.382369, mean_q: 4.076379, mean_eps: 0.100000
 1199750/2000000: episode: 1576, duration: 20.992s, episode steps: 856, steps per second:  41, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.498 [0.000, 5.000],  loss: 0.025268, mae: 3.408034, mean_q: 4.109490, mean_eps: 0.100000
 1200864/2000000: episode: 1577, duration: 28.514s, episode steps: 1114, steps per second:  39, episode reward: 28.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.575 [0.000, 5.000],  loss: 0.027139, mae: 3.431915, mean_q: 4.138723, mean_eps: 0.100000
 1201515/2000000: episode: 1578, duration: 15.921s, episode steps: 651, steps per second:  41, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.438 [0.000, 5.000],  loss: 0.026329, mae: 3.459441, mean_q: 4.171205, mean_eps: 0.100000
 1202148/2000000: episode: 1579, duration: 14.611s, episode steps: 633, steps per second:  43, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.633 [0.000, 5.000],  loss: 0.022914, mae: 3.428523, mean_q: 4.136762, mean_eps: 0.100000
 1202700/2000000: episode: 1580, duration: 11.976s, episode steps: 552, steps per second:  46, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.196 [0.000, 5.000],  loss: 0.022730, mae: 3.444398, mean_q: 4.154634, mean_eps: 0.100000
 1203668/2000000: episode: 1581, duration: 21.246s, episode steps: 968, steps per second:  46, episode reward: 22.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.590 [0.000, 5.000],  loss: 0.022035, mae: 3.442680, mean_q: 4.151469, mean_eps: 0.100000
 1205128/2000000: episode: 1582, duration: 34.545s, episode steps: 1460, steps per second:  42, episode reward: 30.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.963 [0.000, 5.000],  loss: 0.023584, mae: 3.445630, mean_q: 4.154537, mean_eps: 0.100000
 1206204/2000000: episode: 1583, duration: 25.410s, episode steps: 1076, steps per second:  42, episode reward: 22.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.461 [0.000, 5.000],  loss: 0.024844, mae: 3.448570, mean_q: 4.158011, mean_eps: 0.100000
 1206859/2000000: episode: 1584, duration: 14.767s, episode steps: 655, steps per second:  44, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 3.240 [0.000, 5.000],  loss: 0.023759, mae: 3.455477, mean_q: 4.165646, mean_eps: 0.100000
 1207789/2000000: episode: 1585, duration: 21.577s, episode steps: 930, steps per second:  43, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.220 [0.000, 5.000],  loss: 0.026902, mae: 3.457744, mean_q: 4.166801, mean_eps: 0.100000
 1208513/2000000: episode: 1586, duration: 16.052s, episode steps: 724, steps per second:  45, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.529 [0.000, 5.000],  loss: 0.022188, mae: 3.436120, mean_q: 4.143606, mean_eps: 0.100000
 1208997/2000000: episode: 1587, duration: 10.347s, episode steps: 484, steps per second:  47, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.874 [0.000, 5.000],  loss: 0.020154, mae: 3.461088, mean_q: 4.173611, mean_eps: 0.100000
 1209619/2000000: episode: 1588, duration: 13.452s, episode steps: 622, steps per second:  46, episode reward: 16.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 3.378 [0.000, 5.000],  loss: 0.027720, mae: 3.437982, mean_q: 4.147098, mean_eps: 0.100000
 1210255/2000000: episode: 1589, duration: 14.055s, episode steps: 636, steps per second:  45, episode reward: 17.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.980 [0.000, 5.000],  loss: 0.022276, mae: 3.460516, mean_q: 4.174560, mean_eps: 0.100000
 1211146/2000000: episode: 1590, duration: 20.483s, episode steps: 891, steps per second:  43, episode reward: 25.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.441 [0.000, 5.000],  loss: 0.024985, mae: 3.453386, mean_q: 4.162925, mean_eps: 0.100000
 1212047/2000000: episode: 1591, duration: 20.763s, episode steps: 901, steps per second:  43, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.117 [0.000, 5.000],  loss: 0.024955, mae: 3.466493, mean_q: 4.180393, mean_eps: 0.100000
 1212975/2000000: episode: 1592, duration: 20.690s, episode steps: 928, steps per second:  45, episode reward: 15.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.893 [0.000, 5.000],  loss: 0.026706, mae: 3.457025, mean_q: 4.168532, mean_eps: 0.100000
 1213770/2000000: episode: 1593, duration: 18.050s, episode steps: 795, steps per second:  44, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.589 [0.000, 5.000],  loss: 0.023819, mae: 3.451578, mean_q: 4.163001, mean_eps: 0.100000
 1214568/2000000: episode: 1594, duration: 18.365s, episode steps: 798, steps per second:  43, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.962 [0.000, 5.000],  loss: 0.021927, mae: 3.456975, mean_q: 4.167256, mean_eps: 0.100000
 1215227/2000000: episode: 1595, duration: 15.765s, episode steps: 659, steps per second:  42, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 3.068 [0.000, 5.000],  loss: 0.025639, mae: 3.473135, mean_q: 4.190795, mean_eps: 0.100000
 1215862/2000000: episode: 1596, duration: 15.809s, episode steps: 635, steps per second:  40, episode reward: 15.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.025497, mae: 3.490021, mean_q: 4.209747, mean_eps: 0.100000
 1216574/2000000: episode: 1597, duration: 16.424s, episode steps: 712, steps per second:  43, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.044 [0.000, 5.000],  loss: 0.022868, mae: 3.485928, mean_q: 4.202874, mean_eps: 0.100000
 1217430/2000000: episode: 1598, duration: 19.375s, episode steps: 856, steps per second:  44, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.318 [0.000, 5.000],  loss: 0.024787, mae: 3.502919, mean_q: 4.224763, mean_eps: 0.100000
