25567/600000: episode: 36, duration: 13.727s, episode steps: 610, steps per second:  44, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.430 [0.000, 5.000],  loss: 0.007192, mae: 0.048469, mean_q: 0.077000, mean_eps: 0.949432
 283895/600000: episode: 409, duration: 10.940s, episode steps: 648, steps per second:  59, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.267 [0.000, 5.000],  loss: 0.013647, mae: 1.398684, mean_q: 1.697516, mean_eps: 0.432860
 284595/600000: episode: 410, duration: 12.317s, episode steps: 700, steps per second:  57, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.030 [0.000, 5.000],  loss: 0.011730, mae: 1.387998, mean_q: 1.685626, mean_eps: 0.431512
 285159/600000: episode: 411, duration: 10.529s, episode steps: 564, steps per second:  54, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 3.062 [0.000, 5.000],  loss: 0.013042, mae: 1.406261, mean_q: 1.708187, mean_eps: 0.430248
 286008/600000: episode: 412, duration: 15.200s, episode steps: 849, steps per second:  56, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.391 [0.000, 5.000],  loss: 0.012194, mae: 1.378258, mean_q: 1.673490, mean_eps: 0.428836
 287605/600000: episode: 413, duration: 28.942s, episode steps: 1597, steps per second:  55, episode reward: 31.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.013078, mae: 1.399014, mean_q: 1.700657, mean_eps: 0.426388
 288199/600000: episode: 414, duration: 10.040s, episode steps: 594, steps per second:  59, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.197 [0.000, 5.000],  loss: 0.013523, mae: 1.391180, mean_q: 1.689841, mean_eps: 0.424196
 288890/600000: episode: 415, duration: 11.572s, episode steps: 691, steps per second:  60, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.599 [0.000, 5.000],  loss: 0.012698, mae: 1.391757, mean_q: 1.689895, mean_eps: 0.422912
 289432/600000: episode: 416, duration: 9.449s, episode steps: 542, steps per second:  57, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.015812, mae: 1.416652, mean_q: 1.718758, mean_eps: 0.421680
 289892/600000: episode: 417, duration: 7.773s, episode steps: 460, steps per second:  59, episode reward:  4.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.287 [0.000, 5.000],  loss: 0.014819, mae: 1.406874, mean_q: 1.709839, mean_eps: 0.420680
 290847/600000: episode: 418, duration: 16.870s, episode steps: 955, steps per second:  57, episode reward: 22.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.502 [0.000, 5.000],  loss: 0.012338, mae: 1.438756, mean_q: 1.750466, mean_eps: 0.419264
 291198/600000: episode: 419, duration: 6.096s, episode steps: 351, steps per second:  58, episode reward:  3.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.148 [0.000, 5.000],  loss: 0.012078, mae: 1.456115, mean_q: 1.768626, mean_eps: 0.417956
 291880/600000: episode: 420, duration: 11.298s, episode steps: 682, steps per second:  60, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.013572, mae: 1.462235, mean_q: 1.777218, mean_eps: 0.416924
 293047/600000: episode: 421, duration: 21.189s, episode steps: 1167, steps per second:  55, episode reward: 25.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.698 [0.000, 5.000],  loss: 0.014134, mae: 1.463415, mean_q: 1.778920, mean_eps: 0.415076
 293558/600000: episode: 422, duration: 9.536s, episode steps: 511, steps per second:  54, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.074 [0.000, 5.000],  loss: 0.015019, mae: 1.456424, mean_q: 1.769930, mean_eps: 0.413396
 294143/600000: episode: 423, duration: 10.633s, episode steps: 585, steps per second:  55, episode reward: 12.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.014 [0.000, 5.000],  loss: 0.014256, mae: 1.423693, mean_q: 1.730875, mean_eps: 0.412300
 294661/600000: episode: 424, duration: 9.310s, episode steps: 518, steps per second:  56, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.228 [0.000, 5.000],  loss: 0.014664, mae: 1.480324, mean_q: 1.801100, mean_eps: 0.411196
 295698/600000: episode: 425, duration: 17.951s, episode steps: 1037, steps per second:  58, episode reward: 21.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.334 [0.000, 5.000],  loss: 0.014612, mae: 1.444224, mean_q: 1.755888, mean_eps: 0.409640
 296107/600000: episode: 426, duration: 7.091s, episode steps: 409, steps per second:  58, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.306 [0.000, 5.000],  loss: 0.010567, mae: 1.445810, mean_q: 1.758498, mean_eps: 0.408196
 296722/600000: episode: 427, duration: 11.168s, episode steps: 615, steps per second:  55, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.449 [0.000, 5.000],  loss: 0.013082, mae: 1.439640, mean_q: 1.749745, mean_eps: 0.407172
 298166/600000: episode: 428, duration: 23.908s, episode steps: 1444, steps per second:  60, episode reward: 23.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.128 [0.000, 5.000],  loss: 0.014658, mae: 1.447748, mean_q: 1.760993, mean_eps: 0.405112
 298679/600000: episode: 429, duration: 8.506s, episode steps: 513, steps per second:  60, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.320 [0.000, 5.000],  loss: 0.015408, mae: 1.437927, mean_q: 1.747275, mean_eps: 0.403156
 299279/600000: episode: 430, duration: 9.871s, episode steps: 600, steps per second:  61, episode reward: 12.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.143 [0.000, 5.000],  loss: 0.014298, mae: 1.458965, mean_q: 1.773708, mean_eps: 0.402044
 299803/600000: episode: 431, duration: 8.683s, episode steps: 524, steps per second:  60, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.838 [0.000, 5.000],  loss: 0.011874, mae: 1.436743, mean_q: 1.747762, mean_eps: 0.400920
 300285/600000: episode: 432, duration: 7.938s, episode steps: 482, steps per second:  61, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.525 [0.000, 5.000],  loss: 0.012033, mae: 1.492141, mean_q: 1.813411, mean_eps: 0.399912
 301065/600000: episode: 433, duration: 13.011s, episode steps: 780, steps per second:  60, episode reward: 21.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: 0.013987, mae: 1.497777, mean_q: 1.818833, mean_eps: 0.398648
 301686/600000: episode: 434, duration: 9.897s, episode steps: 621, steps per second:  63, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.359 [0.000, 5.000],  loss: 0.011802, mae: 1.482411, mean_q: 1.800103, mean_eps: 0.397248
 302525/600000: episode: 435, duration: 13.634s, episode steps: 839, steps per second:  62, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.021 [0.000, 5.000],  loss: 0.012012, mae: 1.480969, mean_q: 1.799703, mean_eps: 0.395788
 303087/600000: episode: 436, duration: 9.323s, episode steps: 562, steps per second:  60, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.304 [0.000, 5.000],  loss: 0.012565, mae: 1.490403, mean_q: 1.810592, mean_eps: 0.394388
 303736/600000: episode: 437, duration: 10.974s, episode steps: 649, steps per second:  59, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.013862, mae: 1.495882, mean_q: 1.817539, mean_eps: 0.393180
 304715/600000: episode: 438, duration: 16.489s, episode steps: 979, steps per second:  59, episode reward: 20.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.936 [0.000, 5.000],  loss: 0.014697, mae: 1.494943, mean_q: 1.816253, mean_eps: 0.391552
 305368/600000: episode: 439, duration: 12.306s, episode steps: 653, steps per second:  53, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.910 [0.000, 5.000],  loss: 0.011945, mae: 1.518712, mean_q: 1.845198, mean_eps: 0.389920
 306082/600000: episode: 440, duration: 13.249s, episode steps: 714, steps per second:  54, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.310 [0.000, 5.000],  loss: 0.013929, mae: 1.517878, mean_q: 1.842393, mean_eps: 0.388552
 306920/600000: episode: 441, duration: 17.442s, episode steps: 838, steps per second:  48, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.989 [0.000, 5.000],  loss: 0.013001, mae: 1.523132, mean_q: 1.849917, mean_eps: 0.387000
 307771/600000: episode: 442, duration: 16.987s, episode steps: 851, steps per second:  50, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.498 [0.000, 5.000],  loss: 0.013993, mae: 1.516820, mean_q: 1.841923, mean_eps: 0.385312
 308542/600000: episode: 443, duration: 13.520s, episode steps: 771, steps per second:  57, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.822 [0.000, 5.000],  loss: 0.016339, mae: 1.518008, mean_q: 1.844257, mean_eps: 0.383688
 309391/600000: episode: 444, duration: 14.735s, episode steps: 849, steps per second:  58, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.014078, mae: 1.521100, mean_q: 1.846401, mean_eps: 0.382068
 310518/600000: episode: 445, duration: 20.799s, episode steps: 1127, steps per second:  54, episode reward: 24.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.409 [0.000, 5.000],  loss: 0.012820, mae: 1.524701, mean_q: 1.850850, mean_eps: 0.380092
 311363/600000: episode: 446, duration: 14.937s, episode steps: 845, steps per second:  57, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.013421, mae: 1.535556, mean_q: 1.864838, mean_eps: 0.378120
 311864/600000: episode: 447, duration: 8.547s, episode steps: 501, steps per second:  59, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.613 [0.000, 5.000],  loss: 0.013412, mae: 1.528413, mean_q: 1.856477, mean_eps: 0.376776
 312530/600000: episode: 448, duration: 11.552s, episode steps: 666, steps per second:  58, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.167 [0.000, 5.000],  loss: 0.014132, mae: 1.526907, mean_q: 1.854154, mean_eps: 0.375608
 313204/600000: episode: 449, duration: 12.351s, episode steps: 674, steps per second:  55, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.300 [0.000, 5.000],  loss: 0.013577, mae: 1.522783, mean_q: 1.849016, mean_eps: 0.374268
 313894/600000: episode: 450, duration: 11.901s, episode steps: 690, steps per second:  58, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.059 [0.000, 5.000],  loss: 0.013450, mae: 1.530053, mean_q: 1.858318, mean_eps: 0.372904
 314431/600000: episode: 451, duration: 9.311s, episode steps: 537, steps per second:  58, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.013291, mae: 1.525336, mean_q: 1.852737, mean_eps: 0.371676
 315690/600000: episode: 452, duration: 22.117s, episode steps: 1259, steps per second:  57, episode reward: 26.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.647 [0.000, 5.000],  loss: 0.013093, mae: 1.555130, mean_q: 1.887808, mean_eps: 0.369880
 316975/600000: episode: 453, duration: 22.446s, episode steps: 1285, steps per second:  57, episode reward: 22.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.226 [0.000, 5.000],  loss: 0.014536, mae: 1.562402, mean_q: 1.896836, mean_eps: 0.367336
 317486/600000: episode: 454, duration: 9.235s, episode steps: 511, steps per second:  55, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.505 [0.000, 5.000],  loss: 0.015589, mae: 1.571848, mean_q: 1.907378, mean_eps: 0.365540
 318429/600000: episode: 455, duration: 15.882s, episode steps: 943, steps per second:  59, episode reward: 15.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.826 [0.000, 5.000],  loss: 0.012984, mae: 1.541777, mean_q: 1.872490, mean_eps: 0.364084
 319066/600000: episode: 456, duration: 10.468s, episode steps: 637, steps per second:  61, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.430 [0.000, 5.000],  loss: 0.014415, mae: 1.553869, mean_q: 1.885427, mean_eps: 0.362504
 319662/600000: episode: 457, duration: 9.963s, episode steps: 596, steps per second:  60, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.918 [0.000, 5.000],  loss: 0.012440, mae: 1.547578, mean_q: 1.880211, mean_eps: 0.361272
 320390/600000: episode: 458, duration: 13.764s, episode steps: 728, steps per second:  53, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.672 [0.000, 5.000],  loss: 0.013547, mae: 1.587021, mean_q: 1.928177, mean_eps: 0.359948
 321107/600000: episode: 459, duration: 12.949s, episode steps: 717, steps per second:  55, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.607 [0.000, 5.000],  loss: 0.013487, mae: 1.593567, mean_q: 1.936287, mean_eps: 0.358504
 321927/600000: episode: 460, duration: 14.330s, episode steps: 820, steps per second:  57, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.055 [0.000, 5.000],  loss: 0.012919, mae: 1.582000, mean_q: 1.920463, mean_eps: 0.356968
 322986/600000: episode: 461, duration: 17.395s, episode steps: 1059, steps per second:  61, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.140 [0.000, 5.000],  loss: 0.015033, mae: 1.593270, mean_q: 1.935693, mean_eps: 0.355088
 323775/600000: episode: 462, duration: 12.844s, episode steps: 789, steps per second:  61, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.639 [0.000, 5.000],  loss: 0.015985, mae: 1.587319, mean_q: 1.926412, mean_eps: 0.353240
 324204/600000: episode: 463, duration: 7.038s, episode steps: 429, steps per second:  61, episode reward:  7.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.473 [0.000, 5.000],  loss: 0.014143, mae: 1.590145, mean_q: 1.929579, mean_eps: 0.352024
 325288/600000: episode: 464, duration: 18.271s, episode steps: 1084, steps per second:  59, episode reward: 20.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.185 [0.000, 5.000],  loss: 0.013682, mae: 1.583302, mean_q: 1.921846, mean_eps: 0.350512
 326921/600000: episode: 465, duration: 30.444s, episode steps: 1633, steps per second:  54, episode reward: 35.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.014220, mae: 1.599881, mean_q: 1.943995, mean_eps: 0.347792
 327873/600000: episode: 466, duration: 18.526s, episode steps: 952, steps per second:  51, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.512 [0.000, 5.000],  loss: 0.015631, mae: 1.595010, mean_q: 1.939437, mean_eps: 0.345204
 328784/600000: episode: 467, duration: 17.279s, episode steps: 911, steps per second:  53, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.589 [0.000, 5.000],  loss: 0.014425, mae: 1.606949, mean_q: 1.953989, mean_eps: 0.343344
 329565/600000: episode: 468, duration: 14.045s, episode steps: 781, steps per second:  56, episode reward: 20.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.013 [0.000, 5.000],  loss: 0.014300, mae: 1.606979, mean_q: 1.951340, mean_eps: 0.341652
 330347/600000: episode: 469, duration: 13.915s, episode steps: 782, steps per second:  56, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.797 [0.000, 5.000],  loss: 0.013629, mae: 1.628974, mean_q: 1.978405, mean_eps: 0.340088
 331343/600000: episode: 470, duration: 17.634s, episode steps: 996, steps per second:  56, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.691 [0.000, 5.000],  loss: 0.013244, mae: 1.624602, mean_q: 1.973082, mean_eps: 0.338312
 331815/600000: episode: 471, duration: 7.893s, episode steps: 472, steps per second:  60, episode reward:  5.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.150 [0.000, 5.000],  loss: 0.014175, mae: 1.641674, mean_q: 1.993735, mean_eps: 0.336844
 332851/600000: episode: 472, duration: 17.536s, episode steps: 1036, steps per second:  59, episode reward: 21.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.222 [0.000, 5.000],  loss: 0.013532, mae: 1.644791, mean_q: 1.999241, mean_eps: 0.335336
 333413/600000: episode: 473, duration: 9.817s, episode steps: 562, steps per second:  57, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.948 [0.000, 5.000],  loss: 0.013922, mae: 1.625911, mean_q: 1.976355, mean_eps: 0.333736
 333989/600000: episode: 474, duration: 11.287s, episode steps: 576, steps per second:  51, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.243 [0.000, 5.000],  loss: 0.016557, mae: 1.647960, mean_q: 1.999961, mean_eps: 0.332596
 334692/600000: episode: 475, duration: 13.661s, episode steps: 703, steps per second:  51, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.147 [0.000, 5.000],  loss: 0.016402, mae: 1.628484, mean_q: 1.976710, mean_eps: 0.331320
 335432/600000: episode: 476, duration: 13.431s, episode steps: 740, steps per second:  55, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.789 [0.000, 5.000],  loss: 0.012694, mae: 1.637183, mean_q: 1.989104, mean_eps: 0.329880
 336022/600000: episode: 477, duration: 10.436s, episode steps: 590, steps per second:  57, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.785 [0.000, 5.000],  loss: 0.013278, mae: 1.646675, mean_q: 2.003078, mean_eps: 0.328548
 337204/600000: episode: 478, duration: 21.508s, episode steps: 1182, steps per second:  55, episode reward: 18.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.265 [0.000, 5.000],  loss: 0.013754, mae: 1.643431, mean_q: 1.997719, mean_eps: 0.326776
 338297/600000: episode: 479, duration: 19.198s, episode steps: 1093, steps per second:  57, episode reward: 21.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.455 [0.000, 5.000],  loss: 0.016065, mae: 1.664924, mean_q: 2.021768, mean_eps: 0.324500
 339084/600000: episode: 480, duration: 12.610s, episode steps: 787, steps per second:  62, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.539 [0.000, 5.000],  loss: 0.015329, mae: 1.651083, mean_q: 2.004145, mean_eps: 0.322620
 340172/600000: episode: 481, duration: 17.579s, episode steps: 1088, steps per second:  62, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.214 [0.000, 5.000],  loss: 0.015067, mae: 1.659773, mean_q: 2.015233, mean_eps: 0.320748
 341286/600000: episode: 482, duration: 19.185s, episode steps: 1114, steps per second:  58, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.170 [0.000, 5.000],  loss: 0.014472, mae: 1.634921, mean_q: 1.985792, mean_eps: 0.318544
 342231/600000: episode: 483, duration: 16.687s, episode steps: 945, steps per second:  57, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.542 [0.000, 5.000],  loss: 0.016560, mae: 1.637157, mean_q: 1.987802, mean_eps: 0.316484
 343157/600000: episode: 484, duration: 15.848s, episode steps: 926, steps per second:  58, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.014845, mae: 1.665524, mean_q: 2.022258, mean_eps: 0.314612
 343719/600000: episode: 485, duration: 9.651s, episode steps: 562, steps per second:  58, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 3.144 [0.000, 5.000],  loss: 0.014370, mae: 1.654898, mean_q: 2.009421, mean_eps: 0.313124
 344259/600000: episode: 486, duration: 9.337s, episode steps: 540, steps per second:  58, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.519 [0.000, 5.000],  loss: 0.014712, mae: 1.663696, mean_q: 2.018124, mean_eps: 0.312024
 344799/600000: episode: 487, duration: 8.742s, episode steps: 540, steps per second:  62, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.265 [0.000, 5.000],  loss: 0.016138, mae: 1.641549, mean_q: 1.992705, mean_eps: 0.310944
 345140/600000: episode: 488, duration: 5.799s, episode steps: 341, steps per second:  59, episode reward:  3.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.724 [0.000, 5.000],  loss: 0.014396, mae: 1.652773, mean_q: 2.006992, mean_eps: 0.310064
 346029/600000: episode: 489, duration: 15.951s, episode steps: 889, steps per second:  56, episode reward: 14.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.630 [0.000, 5.000],  loss: 0.014553, mae: 1.662057, mean_q: 2.018778, mean_eps: 0.308832
 347063/600000: episode: 490, duration: 18.968s, episode steps: 1034, steps per second:  55, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.231 [0.000, 5.000],  loss: 0.014966, mae: 1.659167, mean_q: 2.013740, mean_eps: 0.306908
 347626/600000: episode: 491, duration: 10.735s, episode steps: 563, steps per second:  52, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.615 [0.000, 5.000],  loss: 0.015613, mae: 1.650730, mean_q: 2.003171, mean_eps: 0.305312
 348997/600000: episode: 492, duration: 25.263s, episode steps: 1371, steps per second:  54, episode reward: 29.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.035 [0.000, 5.000],  loss: 0.015795, mae: 1.658135, mean_q: 2.010879, mean_eps: 0.303376
 349751/600000: episode: 493, duration: 12.755s, episode steps: 754, steps per second:  59, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.032 [0.000, 5.000],  loss: 0.015684, mae: 1.657378, mean_q: 2.011925, mean_eps: 0.301252
 350443/600000: episode: 494, duration: 11.854s, episode steps: 692, steps per second:  58, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.418 [0.000, 5.000],  loss: 0.012942, mae: 1.668428, mean_q: 2.025055, mean_eps: 0.299808
 351067/600000: episode: 495, duration: 11.422s, episode steps: 624, steps per second:  55, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.377 [0.000, 5.000],  loss: 0.014075, mae: 1.683487, mean_q: 2.043155, mean_eps: 0.298492
 352125/600000: episode: 496, duration: 19.071s, episode steps: 1058, steps per second:  55, episode reward: 19.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.364 [0.000, 5.000],  loss: 0.014037, mae: 1.676282, mean_q: 2.032666, mean_eps: 0.296808
 352856/600000: episode: 497, duration: 12.441s, episode steps: 731, steps per second:  59, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.817 [0.000, 5.000],  loss: 0.013994, mae: 1.673105, mean_q: 2.030655, mean_eps: 0.295020
 353548/600000: episode: 498, duration: 12.165s, episode steps: 692, steps per second:  57, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.247 [0.000, 5.000],  loss: 0.015317, mae: 1.671184, mean_q: 2.027568, mean_eps: 0.293600
 354204/600000: episode: 499, duration: 12.072s, episode steps: 656, steps per second:  54, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.078 [0.000, 5.000],  loss: 0.014601, mae: 1.670240, mean_q: 2.028571, mean_eps: 0.292252
 354726/600000: episode: 500, duration: 9.818s, episode steps: 522, steps per second:  53, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.753 [0.000, 5.000],  loss: 0.013915, mae: 1.690213, mean_q: 2.053537, mean_eps: 0.291072
 355555/600000: episode: 501, duration: 15.156s, episode steps: 829, steps per second:  55, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.668 [0.000, 5.000],  loss: 0.013395, mae: 1.700616, mean_q: 2.065746, mean_eps: 0.289720
 356441/600000: episode: 502, duration: 15.775s, episode steps: 886, steps per second:  56, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.095 [0.000, 5.000],  loss: 0.013448, mae: 1.694099, mean_q: 2.056530, mean_eps: 0.288004
 357684/600000: episode: 503, duration: 22.159s, episode steps: 1243, steps per second:  56, episode reward: 23.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.599 [0.000, 5.000],  loss: 0.014984, mae: 1.705678, mean_q: 2.071154, mean_eps: 0.285876
 358463/600000: episode: 504, duration: 13.616s, episode steps: 779, steps per second:  57, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.199 [0.000, 5.000],  loss: 0.012999, mae: 1.723297, mean_q: 2.092588, mean_eps: 0.283856
 359454/600000: episode: 505, duration: 16.914s, episode steps: 991, steps per second:  59, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.327 [0.000, 5.000],  loss: 0.012687, mae: 1.719499, mean_q: 2.086585, mean_eps: 0.282084
 359914/600000: episode: 506, duration: 7.586s, episode steps: 460, steps per second:  61, episode reward: 10.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.761 [0.000, 5.000],  loss: 0.014499, mae: 1.732334, mean_q: 2.102680, mean_eps: 0.280632
 360511/600000: episode: 507, duration: 9.423s, episode steps: 597, steps per second:  63, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.802 [0.000, 5.000],  loss: 0.013414, mae: 1.703504, mean_q: 2.069183, mean_eps: 0.279576
 361488/600000: episode: 508, duration: 17.792s, episode steps: 977, steps per second:  55, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.031 [0.000, 5.000],  loss: 0.015008, mae: 1.707134, mean_q: 2.072551, mean_eps: 0.278004
 362432/600000: episode: 509, duration: 16.679s, episode steps: 944, steps per second:  57, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.228 [0.000, 5.000],  loss: 0.016055, mae: 1.712653, mean_q: 2.078102, mean_eps: 0.276084
 362814/600000: episode: 510, duration: 6.852s, episode steps: 382, steps per second:  56, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.495 [0.000, 5.000],  loss: 0.013138, mae: 1.697673, mean_q: 2.061200, mean_eps: 0.274756
 363450/600000: episode: 511, duration: 10.815s, episode steps: 636, steps per second:  59, episode reward: 15.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.451 [0.000, 5.000],  loss: 0.015559, mae: 1.699140, mean_q: 2.061851, mean_eps: 0.273736
 364236/600000: episode: 512, duration: 13.910s, episode steps: 786, steps per second:  57, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.676 [0.000, 5.000],  loss: 0.016117, mae: 1.716646, mean_q: 2.083474, mean_eps: 0.272316
 365174/600000: episode: 513, duration: 16.624s, episode steps: 938, steps per second:  56, episode reward: 16.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.027 [0.000, 5.000],  loss: 0.015334, mae: 1.714072, mean_q: 2.080582, mean_eps: 0.270592
