  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
 2343959/6000000: episode: 3237, duration: 13.895s, episode steps: 667, steps per second:  48, episode reward: 16.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.375 [0.000, 5.000],  loss: 0.012779, mae: 2.122305, mean_q: 2.555095, mean_eps: 0.531275
 2344972/6000000: episode: 3238, duration: 20.778s, episode steps: 1013, steps per second:  49, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.028 [0.000, 5.000],  loss: 0.014209, mae: 2.142470, mean_q: 2.579354, mean_eps: 0.531107
 2345906/6000000: episode: 3239, duration: 19.438s, episode steps: 934, steps per second:  48, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.264 [0.000, 5.000],  loss: 0.012590, mae: 2.130949, mean_q: 2.565579, mean_eps: 0.530912
 2346576/6000000: episode: 3240, duration: 13.917s, episode steps: 670, steps per second:  48, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.567 [0.000, 5.000],  loss: 0.012036, mae: 2.142059, mean_q: 2.578164, mean_eps: 0.530752
 2347485/6000000: episode: 3241, duration: 19.186s, episode steps: 909, steps per second:  47, episode reward: 26.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.012767, mae: 2.138795, mean_q: 2.573877, mean_eps: 0.530594
 2348111/6000000: episode: 3242, duration: 13.275s, episode steps: 626, steps per second:  47, episode reward: 13.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.013128, mae: 2.146884, mean_q: 2.584170, mean_eps: 0.530440
 2348726/6000000: episode: 3243, duration: 13.826s, episode steps: 615, steps per second:  44, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.345 [0.000, 5.000],  loss: 0.014555, mae: 2.136008, mean_q: 2.568842, mean_eps: 0.530316
 2349578/6000000: episode: 3244, duration: 19.450s, episode steps: 852, steps per second:  44, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.345 [0.000, 5.000],  loss: 0.012246, mae: 2.133513, mean_q: 2.567983, mean_eps: 0.530170
 2350503/6000000: episode: 3245, duration: 23.074s, episode steps: 925, steps per second:  40, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.319 [0.000, 5.000],  loss: 0.013275, mae: 2.171264, mean_q: 2.612663, mean_eps: 0.529992
 2351317/6000000: episode: 3246, duration: 21.420s, episode steps: 814, steps per second:  38, episode reward: 27.000, mean reward:  0.033 [ 0.000,  1.000], mean action: 2.305 [0.000, 5.000],  loss: 0.012808, mae: 2.188540, mean_q: 2.636121, mean_eps: 0.529818
 2352035/6000000: episode: 3247, duration: 15.882s, episode steps: 718, steps per second:  45, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.063 [0.000, 5.000],  loss: 0.016670, mae: 2.181194, mean_q: 2.625620, mean_eps: 0.529665
 2352929/6000000: episode: 3248, duration: 20.911s, episode steps: 894, steps per second:  43, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.461 [0.000, 5.000],  loss: 0.013698, mae: 2.171808, mean_q: 2.612565, mean_eps: 0.529504
 2353738/6000000: episode: 3249, duration: 18.557s, episode steps: 809, steps per second:  44, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.298 [0.000, 5.000],  loss: 0.014295, mae: 2.173347, mean_q: 2.615134, mean_eps: 0.529333
 2354211/6000000: episode: 3250, duration: 10.082s, episode steps: 473, steps per second:  47, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.323 [0.000, 5.000],  loss: 0.014473, mae: 2.163042, mean_q: 2.603106, mean_eps: 0.529205
 2355317/6000000: episode: 3251, duration: 24.359s, episode steps: 1106, steps per second:  45, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.302 [0.000, 5.000],  loss: 0.014252, mae: 2.166220, mean_q: 2.605938, mean_eps: 0.529047
 2356253/6000000: episode: 3252, duration: 21.909s, episode steps: 936, steps per second:  43, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.480 [0.000, 5.000],  loss: 0.014489, mae: 2.176377, mean_q: 2.618008, mean_eps: 0.528843
 2357295/6000000: episode: 3253, duration: 22.886s, episode steps: 1042, steps per second:  46, episode reward: 24.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.290 [0.000, 5.000],  loss: 0.013457, mae: 2.180377, mean_q: 2.623166, mean_eps: 0.528645
 2358102/6000000: episode: 3254, duration: 17.851s, episode steps: 807, steps per second:  45, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.012916, mae: 2.179196, mean_q: 2.623151, mean_eps: 0.528460
 2359085/6000000: episode: 3255, duration: 21.737s, episode steps: 983, steps per second:  45, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.923 [0.000, 5.000],  loss: 0.013052, mae: 2.182960, mean_q: 2.627689, mean_eps: 0.528281
 2359636/6000000: episode: 3256, duration: 11.969s, episode steps: 551, steps per second:  46, episode reward: 14.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.603 [0.000, 5.000],  loss: 0.013180, mae: 2.165447, mean_q: 2.606425, mean_eps: 0.528128
 2360493/6000000: episode: 3257, duration: 17.302s, episode steps: 857, steps per second:  50, episode reward: 22.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.105 [0.000, 5.000],  loss: 0.012603, mae: 2.186490, mean_q: 2.631401, mean_eps: 0.527987
 2361511/6000000: episode: 3258, duration: 20.732s, episode steps: 1018, steps per second:  49, episode reward: 25.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.300 [0.000, 5.000],  loss: 0.012948, mae: 2.180198, mean_q: 2.623479, mean_eps: 0.527800
 2362135/6000000: episode: 3259, duration: 13.592s, episode steps: 624, steps per second:  46, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.473 [0.000, 5.000],  loss: 0.012295, mae: 2.176231, mean_q: 2.618754, mean_eps: 0.527636
 2363057/6000000: episode: 3260, duration: 19.266s, episode steps: 922, steps per second:  48, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.230 [0.000, 5.000],  loss: 0.013278, mae: 2.189028, mean_q: 2.636287, mean_eps: 0.527481
 2363972/6000000: episode: 3261, duration: 19.131s, episode steps: 915, steps per second:  48, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.392 [0.000, 5.000],  loss: 0.011801, mae: 2.177375, mean_q: 2.622199, mean_eps: 0.527297
 2364373/6000000: episode: 3262, duration: 8.622s, episode steps: 401, steps per second:  47, episode reward: 10.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.843 [0.000, 5.000],  loss: 0.014162, mae: 2.159367, mean_q: 2.600116, mean_eps: 0.527166
 2365013/6000000: episode: 3263, duration: 14.214s, episode steps: 640, steps per second:  45, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.538 [0.000, 5.000],  loss: 0.012682, mae: 2.185200, mean_q: 2.631577, mean_eps: 0.527061
 2365566/6000000: episode: 3264, duration: 12.466s, episode steps: 553, steps per second:  44, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.012350, mae: 2.213344, mean_q: 2.664874, mean_eps: 0.526942
 2366568/6000000: episode: 3265, duration: 22.975s, episode steps: 1002, steps per second:  44, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.245 [0.000, 5.000],  loss: 0.012271, mae: 2.193984, mean_q: 2.640209, mean_eps: 0.526787
 2367362/6000000: episode: 3266, duration: 18.348s, episode steps: 794, steps per second:  43, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.014548, mae: 2.203082, mean_q: 2.653236, mean_eps: 0.526607
 2367932/6000000: episode: 3267, duration: 12.803s, episode steps: 570, steps per second:  45, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.088 [0.000, 5.000],  loss: 0.014521, mae: 2.217895, mean_q: 2.671397, mean_eps: 0.526471
 2368765/6000000: episode: 3268, duration: 18.401s, episode steps: 833, steps per second:  45, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.211 [0.000, 5.000],  loss: 0.013192, mae: 2.209481, mean_q: 2.660783, mean_eps: 0.526330
 2369402/6000000: episode: 3269, duration: 14.114s, episode steps: 637, steps per second:  45, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.692 [0.000, 5.000],  loss: 0.013623, mae: 2.207810, mean_q: 2.656442, mean_eps: 0.526183
 2370391/6000000: episode: 3270, duration: 22.908s, episode steps: 989, steps per second:  43, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.593 [0.000, 5.000],  loss: 0.013219, mae: 2.196508, mean_q: 2.643206, mean_eps: 0.526021
 2371330/6000000: episode: 3271, duration: 20.014s, episode steps: 939, steps per second:  47, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.351 [0.000, 5.000],  loss: 0.012155, mae: 2.186546, mean_q: 2.632074, mean_eps: 0.525828
 2371823/6000000: episode: 3272, duration: 10.602s, episode steps: 493, steps per second:  46, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.011585, mae: 2.187495, mean_q: 2.632472, mean_eps: 0.525685
 2372215/6000000: episode: 3273, duration: 8.884s, episode steps: 392, steps per second:  44, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.102 [0.000, 5.000],  loss: 0.014814, mae: 2.217141, mean_q: 2.667849, mean_eps: 0.525596
 2372925/6000000: episode: 3274, duration: 16.030s, episode steps: 710, steps per second:  44, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.683 [0.000, 5.000],  loss: 0.014253, mae: 2.206691, mean_q: 2.657597, mean_eps: 0.525486
 2373420/6000000: episode: 3275, duration: 10.660s, episode steps: 495, steps per second:  46, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.764 [0.000, 5.000],  loss: 0.014856, mae: 2.198225, mean_q: 2.647434, mean_eps: 0.525366
 2374241/6000000: episode: 3276, duration: 17.783s, episode steps: 821, steps per second:  46, episode reward: 18.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.138 [0.000, 5.000],  loss: 0.012227, mae: 2.204072, mean_q: 2.653919, mean_eps: 0.525234
 2374922/6000000: episode: 3277, duration: 15.376s, episode steps: 681, steps per second:  44, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.564 [0.000, 5.000],  loss: 0.014840, mae: 2.196138, mean_q: 2.644302, mean_eps: 0.525084
 2376008/6000000: episode: 3278, duration: 23.341s, episode steps: 1086, steps per second:  47, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.013738, mae: 2.226956, mean_q: 2.680842, mean_eps: 0.524907
 2376870/6000000: episode: 3279, duration: 17.166s, episode steps: 862, steps per second:  50, episode reward: 22.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.381 [0.000, 5.000],  loss: 0.013968, mae: 2.210354, mean_q: 2.661736, mean_eps: 0.524712
 2377540/6000000: episode: 3280, duration: 13.857s, episode steps: 670, steps per second:  48, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.385 [0.000, 5.000],  loss: 0.014987, mae: 2.213856, mean_q: 2.664348, mean_eps: 0.524559
 2378191/6000000: episode: 3281, duration: 13.542s, episode steps: 651, steps per second:  48, episode reward: 18.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.389 [0.000, 5.000],  loss: 0.013617, mae: 2.192554, mean_q: 2.640363, mean_eps: 0.524427
 2378694/6000000: episode: 3282, duration: 10.816s, episode steps: 503, steps per second:  47, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.600 [0.000, 5.000],  loss: 0.011073, mae: 2.201382, mean_q: 2.649381, mean_eps: 0.524312
 2379209/6000000: episode: 3283, duration: 10.910s, episode steps: 515, steps per second:  47, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.381 [0.000, 5.000],  loss: 0.011206, mae: 2.222490, mean_q: 2.675922, mean_eps: 0.524210
 2380223/6000000: episode: 3284, duration: 21.519s, episode steps: 1014, steps per second:  47, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.465 [0.000, 5.000],  loss: 0.012690, mae: 2.206430, mean_q: 2.654863, mean_eps: 0.524057
 2380865/6000000: episode: 3285, duration: 14.028s, episode steps: 642, steps per second:  46, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.014550, mae: 2.181059, mean_q: 2.624089, mean_eps: 0.523891
 2381418/6000000: episode: 3286, duration: 12.001s, episode steps: 553, steps per second:  46, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.521 [0.000, 5.000],  loss: 0.015889, mae: 2.170759, mean_q: 2.611854, mean_eps: 0.523772
 2382252/6000000: episode: 3287, duration: 18.571s, episode steps: 834, steps per second:  45, episode reward: 20.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.379 [0.000, 5.000],  loss: 0.012913, mae: 2.178420, mean_q: 2.622234, mean_eps: 0.523633
 2383020/6000000: episode: 3288, duration: 17.607s, episode steps: 768, steps per second:  44, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.423 [0.000, 5.000],  loss: 0.013090, mae: 2.157853, mean_q: 2.597219, mean_eps: 0.523473
 2383901/6000000: episode: 3289, duration: 19.885s, episode steps: 881, steps per second:  44, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.098 [0.000, 5.000],  loss: 0.011923, mae: 2.170799, mean_q: 2.612757, mean_eps: 0.523308
 2384669/6000000: episode: 3290, duration: 16.926s, episode steps: 768, steps per second:  45, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.120 [0.000, 5.000],  loss: 0.013795, mae: 2.180141, mean_q: 2.624618, mean_eps: 0.523143
 2385193/6000000: episode: 3291, duration: 10.957s, episode steps: 524, steps per second:  48, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.742 [0.000, 5.000],  loss: 0.013839, mae: 2.177759, mean_q: 2.620692, mean_eps: 0.523014
 2385858/6000000: episode: 3292, duration: 14.419s, episode steps: 665, steps per second:  46, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.675 [0.000, 5.000],  loss: 0.012798, mae: 2.155696, mean_q: 2.594542, mean_eps: 0.522895
 2386505/6000000: episode: 3293, duration: 14.642s, episode steps: 647, steps per second:  44, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.189 [0.000, 5.000],  loss: 0.013351, mae: 2.183573, mean_q: 2.628249, mean_eps: 0.522764
 2387250/6000000: episode: 3294, duration: 16.702s, episode steps: 745, steps per second:  45, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.851 [0.000, 5.000],  loss: 0.013104, mae: 2.145206, mean_q: 2.581340, mean_eps: 0.522624
 2388074/6000000: episode: 3295, duration: 17.693s, episode steps: 824, steps per second:  47, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.191 [0.000, 5.000],  loss: 0.013354, mae: 2.168748, mean_q: 2.610243, mean_eps: 0.522468
 2388977/6000000: episode: 3296, duration: 21.323s, episode steps: 903, steps per second:  42, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.662 [0.000, 5.000],  loss: 0.012506, mae: 2.145230, mean_q: 2.582410, mean_eps: 0.522295
 2389672/6000000: episode: 3297, duration: 15.494s, episode steps: 695, steps per second:  45, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.268 [0.000, 5.000],  loss: 0.011568, mae: 2.165887, mean_q: 2.608187, mean_eps: 0.522135
 2390516/6000000: episode: 3298, duration: 18.075s, episode steps: 844, steps per second:  47, episode reward: 12.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.103 [0.000, 5.000],  loss: 0.012299, mae: 2.150100, mean_q: 2.589562, mean_eps: 0.521982
 2391295/6000000: episode: 3299, duration: 17.237s, episode steps: 779, steps per second:  45, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.055 [0.000, 5.000],  loss: 0.012721, mae: 2.158001, mean_q: 2.597467, mean_eps: 0.521819
 2392297/6000000: episode: 3300, duration: 22.212s, episode steps: 1002, steps per second:  45, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.483 [0.000, 5.000],  loss: 0.013859, mae: 2.157981, mean_q: 2.597252, mean_eps: 0.521641
 2393024/6000000: episode: 3301, duration: 14.534s, episode steps: 727, steps per second:  50, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.014852, mae: 2.176806, mean_q: 2.619189, mean_eps: 0.521468
 2393524/6000000: episode: 3302, duration: 10.265s, episode steps: 500, steps per second:  49, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.298 [0.000, 5.000],  loss: 0.012406, mae: 2.170846, mean_q: 2.611634, mean_eps: 0.521346
 2394506/6000000: episode: 3303, duration: 20.610s, episode steps: 982, steps per second:  48, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.335 [0.000, 5.000],  loss: 0.013140, mae: 2.163876, mean_q: 2.604156, mean_eps: 0.521197
 2395497/6000000: episode: 3304, duration: 20.819s, episode steps: 991, steps per second:  48, episode reward: 23.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.201 [0.000, 5.000],  loss: 0.014417, mae: 2.155077, mean_q: 2.593320, mean_eps: 0.521000
 2396394/6000000: episode: 3305, duration: 18.464s, episode steps: 897, steps per second:  49, episode reward: 24.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.404 [0.000, 5.000],  loss: 0.013326, mae: 2.137900, mean_q: 2.573310, mean_eps: 0.520811
 2397174/6000000: episode: 3306, duration: 16.247s, episode steps: 780, steps per second:  48, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.012798, mae: 2.151670, mean_q: 2.590561, mean_eps: 0.520643
 2397950/6000000: episode: 3307, duration: 16.173s, episode steps: 776, steps per second:  48, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.866 [0.000, 5.000],  loss: 0.015069, mae: 2.148145, mean_q: 2.585056, mean_eps: 0.520488
 2398773/6000000: episode: 3308, duration: 17.645s, episode steps: 823, steps per second:  47, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.306 [0.000, 5.000],  loss: 0.012093, mae: 2.148538, mean_q: 2.587983, mean_eps: 0.520328
 2399399/6000000: episode: 3309, duration: 13.231s, episode steps: 626, steps per second:  47, episode reward: 15.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.669 [0.000, 5.000],  loss: 0.013277, mae: 2.156632, mean_q: 2.593946, mean_eps: 0.520183
 2400287/6000000: episode: 3310, duration: 20.099s, episode steps: 888, steps per second:  44, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.150 [0.000, 5.000],  loss: 0.013392, mae: 2.164362, mean_q: 2.603661, mean_eps: 0.520032
 2400815/6000000: episode: 3311, duration: 11.822s, episode steps: 528, steps per second:  45, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.241 [0.000, 5.000],  loss: 0.011881, mae: 2.175146, mean_q: 2.617875, mean_eps: 0.519890
 2401642/6000000: episode: 3312, duration: 17.526s, episode steps: 827, steps per second:  47, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.096 [0.000, 5.000],  loss: 0.012974, mae: 2.189137, mean_q: 2.634717, mean_eps: 0.519754
 2402268/6000000: episode: 3313, duration: 13.269s, episode steps: 626, steps per second:  47, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.012792, mae: 2.187927, mean_q: 2.634091, mean_eps: 0.519609
 2403201/6000000: episode: 3314, duration: 19.766s, episode steps: 933, steps per second:  47, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.986 [0.000, 5.000],  loss: 0.012195, mae: 2.185984, mean_q: 2.633475, mean_eps: 0.519453
 2403723/6000000: episode: 3315, duration: 10.843s, episode steps: 522, steps per second:  48, episode reward: 12.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.676 [0.000, 5.000],  loss: 0.014548, mae: 2.185708, mean_q: 2.630686, mean_eps: 0.519308
 2404444/6000000: episode: 3316, duration: 14.832s, episode steps: 721, steps per second:  49, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.341 [0.000, 5.000],  loss: 0.012325, mae: 2.185359, mean_q: 2.631682, mean_eps: 0.519184
 2405190/6000000: episode: 3317, duration: 15.440s, episode steps: 746, steps per second:  48, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.357 [0.000, 5.000],  loss: 0.015359, mae: 2.190156, mean_q: 2.635311, mean_eps: 0.519037
 2405723/6000000: episode: 3318, duration: 11.740s, episode steps: 533, steps per second:  45, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.589 [0.000, 5.000],  loss: 0.016376, mae: 2.214553, mean_q: 2.664454, mean_eps: 0.518909
 2406574/6000000: episode: 3319, duration: 18.613s, episode steps: 851, steps per second:  46, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.014119, mae: 2.216127, mean_q: 2.666872, mean_eps: 0.518770
 2407430/6000000: episode: 3320, duration: 18.584s, episode steps: 856, steps per second:  46, episode reward: 22.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.099 [0.000, 5.000],  loss: 0.012271, mae: 2.205976, mean_q: 2.654931, mean_eps: 0.518600
 2408315/6000000: episode: 3321, duration: 19.177s, episode steps: 885, steps per second:  46, episode reward: 25.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.453 [0.000, 5.000],  loss: 0.014028, mae: 2.214879, mean_q: 2.664364, mean_eps: 0.518426
 2408741/6000000: episode: 3322, duration: 9.636s, episode steps: 426, steps per second:  44, episode reward:  7.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 3.317 [0.000, 5.000],  loss: 0.012408, mae: 2.206137, mean_q: 2.655544, mean_eps: 0.518294
 2409873/6000000: episode: 3323, duration: 23.852s, episode steps: 1132, steps per second:  47, episode reward: 23.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.012813, mae: 2.196561, mean_q: 2.644782, mean_eps: 0.518138
 2410536/6000000: episode: 3324, duration: 13.421s, episode steps: 663, steps per second:  49, episode reward: 16.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.113 [0.000, 5.000],  loss: 0.012555, mae: 2.223089, mean_q: 2.674806, mean_eps: 0.517959
 2411153/6000000: episode: 3325, duration: 12.731s, episode steps: 617, steps per second:  48, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.269 [0.000, 5.000],  loss: 0.015168, mae: 2.245220, mean_q: 2.702048, mean_eps: 0.517831
 2411912/6000000: episode: 3326, duration: 16.117s, episode steps: 759, steps per second:  47, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.153 [0.000, 5.000],  loss: 0.013855, mae: 2.223488, mean_q: 2.677109, mean_eps: 0.517694
 2412638/6000000: episode: 3327, duration: 15.464s, episode steps: 726, steps per second:  47, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.328 [0.000, 5.000],  loss: 0.015551, mae: 2.230464, mean_q: 2.683954, mean_eps: 0.517545
 2413320/6000000: episode: 3328, duration: 14.665s, episode steps: 682, steps per second:  47, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.289 [0.000, 5.000],  loss: 0.014273, mae: 2.235406, mean_q: 2.689395, mean_eps: 0.517404
 2414366/6000000: episode: 3329, duration: 23.140s, episode steps: 1046, steps per second:  45, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.991 [0.000, 5.000],  loss: 0.012806, mae: 2.224450, mean_q: 2.677983, mean_eps: 0.517232
 2415124/6000000: episode: 3330, duration: 16.412s, episode steps: 758, steps per second:  46, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.950 [0.000, 5.000],  loss: 0.013413, mae: 2.240740, mean_q: 2.701211, mean_eps: 0.517051
 2416091/6000000: episode: 3331, duration: 20.942s, episode steps: 967, steps per second:  46, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.179 [0.000, 5.000],  loss: 0.013869, mae: 2.217269, mean_q: 2.670681, mean_eps: 0.516879
 2416666/6000000: episode: 3332, duration: 13.532s, episode steps: 575, steps per second:  42, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.847 [0.000, 5.000],  loss: 0.012014, mae: 2.219604, mean_q: 2.671630, mean_eps: 0.516724
 2417338/6000000: episode: 3333, duration: 15.544s, episode steps: 672, steps per second:  43, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.900 [0.000, 5.000],  loss: 0.013562, mae: 2.219415, mean_q: 2.671785, mean_eps: 0.516600
 2418289/6000000: episode: 3334, duration: 20.510s, episode steps: 951, steps per second:  46, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.013564, mae: 2.208012, mean_q: 2.657735, mean_eps: 0.516437
 2418942/6000000: episode: 3335, duration: 14.023s, episode steps: 653, steps per second:  47, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.389 [0.000, 5.000],  loss: 0.014327, mae: 2.221742, mean_q: 2.676068, mean_eps: 0.516277
 2419846/6000000: episode: 3336, duration: 21.755s, episode steps: 904, steps per second:  42, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.012 [0.000, 5.000],  loss: 0.012990, mae: 2.220961, mean_q: 2.675172, mean_eps: 0.516121
 2420386/6000000: episode: 3337, duration: 12.350s, episode steps: 540, steps per second:  44, episode reward: 13.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.056 [0.000, 5.000],  loss: 0.013043, mae: 2.239626, mean_q: 2.698223, mean_eps: 0.515977
 2420988/6000000: episode: 3338, duration: 13.533s, episode steps: 602, steps per second:  44, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.430 [0.000, 5.000],  loss: 0.015462, mae: 2.213456, mean_q: 2.664315, mean_eps: 0.515863
 2421895/6000000: episode: 3339, duration: 21.211s, episode steps: 907, steps per second:  43, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.170 [0.000, 5.000],  loss: 0.015241, mae: 2.224956, mean_q: 2.678534, mean_eps: 0.515712
