  25503/600000: episode: 38, duration: 15.486s, episode steps: 716, steps per second:  46, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.492 [0.000, 5.000],  loss: 0.007130, mae: 0.049164, mean_q: 0.072816, mean_eps: 0.954546
 302379/600000: episode: 423, duration: 12.397s, episode steps: 703, steps per second:  57, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.398 [0.000, 5.000],  loss: 0.011819, mae: 0.928699, mean_q: 1.136576, mean_eps: 0.456353
 304294/600000: episode: 424, duration: 36.409s, episode steps: 1915, steps per second:  53, episode reward: 13.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 2.472 [0.000, 5.000],  loss: 0.012238, mae: 0.925177, mean_q: 1.132030, mean_eps: 0.453995
 304902/600000: episode: 425, duration: 11.278s, episode steps: 608, steps per second:  54, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.317 [0.000, 5.000],  loss: 0.012875, mae: 0.924568, mean_q: 1.130492, mean_eps: 0.451724
 306501/600000: episode: 426, duration: 28.563s, episode steps: 1599, steps per second:  56, episode reward: 30.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.393 [0.000, 5.000],  loss: 0.012581, mae: 0.921655, mean_q: 1.127220, mean_eps: 0.449736
 307392/600000: episode: 427, duration: 17.380s, episode steps: 891, steps per second:  51, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.333 [0.000, 5.000],  loss: 0.012568, mae: 0.933018, mean_q: 1.142301, mean_eps: 0.447497
 308302/600000: episode: 428, duration: 17.784s, episode steps: 910, steps per second:  51, episode reward: 14.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.448 [0.000, 5.000],  loss: 0.012221, mae: 0.912016, mean_q: 1.118162, mean_eps: 0.445877
 309166/600000: episode: 429, duration: 15.995s, episode steps: 864, steps per second:  54, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.476 [0.000, 5.000],  loss: 0.012863, mae: 0.921821, mean_q: 1.127734, mean_eps: 0.444279
 310048/600000: episode: 430, duration: 16.423s, episode steps: 882, steps per second:  54, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.584 [0.000, 5.000],  loss: 0.011564, mae: 0.920290, mean_q: 1.126084, mean_eps: 0.442709
 310733/600000: episode: 431, duration: 12.926s, episode steps: 685, steps per second:  53, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.749 [0.000, 5.000],  loss: 0.011015, mae: 0.970374, mean_q: 1.187076, mean_eps: 0.441298
 311304/600000: episode: 432, duration: 11.160s, episode steps: 571, steps per second:  51, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.545 [0.000, 5.000],  loss: 0.013696, mae: 0.965902, mean_q: 1.180714, mean_eps: 0.440168
 312082/600000: episode: 433, duration: 13.793s, episode steps: 778, steps per second:  56, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.641 [0.000, 5.000],  loss: 0.012204, mae: 0.970816, mean_q: 1.187636, mean_eps: 0.438954
 313076/600000: episode: 434, duration: 19.138s, episode steps: 994, steps per second:  52, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.264 [0.000, 5.000],  loss: 0.011624, mae: 0.957363, mean_q: 1.170996, mean_eps: 0.437360
 313924/600000: episode: 435, duration: 16.989s, episode steps: 848, steps per second:  50, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.423 [0.000, 5.000],  loss: 0.011547, mae: 0.956172, mean_q: 1.168587, mean_eps: 0.435704
 314501/600000: episode: 436, duration: 11.675s, episode steps: 577, steps per second:  49, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.016 [0.000, 5.000],  loss: 0.012645, mae: 0.961432, mean_q: 1.173781, mean_eps: 0.434418
 315410/600000: episode: 437, duration: 15.948s, episode steps: 909, steps per second:  57, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.012939, mae: 0.978276, mean_q: 1.195501, mean_eps: 0.433079
 316618/600000: episode: 438, duration: 24.178s, episode steps: 1208, steps per second:  50, episode reward: 22.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.271 [0.000, 5.000],  loss: 0.012658, mae: 0.970299, mean_q: 1.187848, mean_eps: 0.431175
 317280/600000: episode: 439, duration: 12.031s, episode steps: 662, steps per second:  55, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.285 [0.000, 5.000],  loss: 0.012663, mae: 0.965164, mean_q: 1.181726, mean_eps: 0.429494
 317906/600000: episode: 440, duration: 11.872s, episode steps: 626, steps per second:  53, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.085 [0.000, 5.000],  loss: 0.011113, mae: 0.949501, mean_q: 1.162258, mean_eps: 0.428334
 319023/600000: episode: 441, duration: 21.505s, episode steps: 1117, steps per second:  52, episode reward: 26.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.011363, mae: 0.972277, mean_q: 1.189869, mean_eps: 0.426765
 319813/600000: episode: 442, duration: 17.542s, episode steps: 790, steps per second:  45, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.033 [0.000, 5.000],  loss: 0.011265, mae: 0.961737, mean_q: 1.176220, mean_eps: 0.425048
 320628/600000: episode: 443, duration: 18.029s, episode steps: 815, steps per second:  45, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.185 [0.000, 5.000],  loss: 0.011596, mae: 0.985138, mean_q: 1.205829, mean_eps: 0.423604
 322184/600000: episode: 444, duration: 29.486s, episode steps: 1556, steps per second:  53, episode reward: 33.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.011609, mae: 1.004476, mean_q: 1.228634, mean_eps: 0.421473
 322988/600000: episode: 445, duration: 14.795s, episode steps: 804, steps per second:  54, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.458 [0.000, 5.000],  loss: 0.013706, mae: 1.013136, mean_q: 1.236308, mean_eps: 0.419349
 323726/600000: episode: 446, duration: 14.551s, episode steps: 738, steps per second:  51, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.013564, mae: 1.021292, mean_q: 1.247355, mean_eps: 0.417959
 324272/600000: episode: 447, duration: 10.934s, episode steps: 546, steps per second:  50, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.266 [0.000, 5.000],  loss: 0.012302, mae: 0.988341, mean_q: 1.207446, mean_eps: 0.416804
 324840/600000: episode: 448, duration: 10.330s, episode steps: 568, steps per second:  55, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.665 [0.000, 5.000],  loss: 0.014838, mae: 1.010151, mean_q: 1.235941, mean_eps: 0.415803
 325460/600000: episode: 449, duration: 12.267s, episode steps: 620, steps per second:  51, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.366 [0.000, 5.000],  loss: 0.013279, mae: 1.000609, mean_q: 1.225282, mean_eps: 0.414734
 326217/600000: episode: 450, duration: 15.204s, episode steps: 757, steps per second:  50, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.439 [0.000, 5.000],  loss: 0.013233, mae: 1.010124, mean_q: 1.235224, mean_eps: 0.413492
 326599/600000: episode: 451, duration: 7.834s, episode steps: 382, steps per second:  49, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.327 [0.000, 5.000],  loss: 0.011194, mae: 0.997658, mean_q: 1.221145, mean_eps: 0.412466
 327296/600000: episode: 452, duration: 14.354s, episode steps: 697, steps per second:  49, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.610 [0.000, 5.000],  loss: 0.012436, mae: 1.001045, mean_q: 1.223840, mean_eps: 0.411497
 327895/600000: episode: 453, duration: 11.996s, episode steps: 599, steps per second:  50, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.633 [0.000, 5.000],  loss: 0.011010, mae: 0.991549, mean_q: 1.214235, mean_eps: 0.410331
 328667/600000: episode: 454, duration: 15.175s, episode steps: 772, steps per second:  51, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.096 [0.000, 5.000],  loss: 0.013124, mae: 0.999969, mean_q: 1.222401, mean_eps: 0.409096
 329063/600000: episode: 455, duration: 8.037s, episode steps: 396, steps per second:  49, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.141 [0.000, 5.000],  loss: 0.014641, mae: 1.005848, mean_q: 1.230417, mean_eps: 0.408045
 329924/600000: episode: 456, duration: 16.651s, episode steps: 861, steps per second:  52, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.095 [0.000, 5.000],  loss: 0.011133, mae: 1.004697, mean_q: 1.228765, mean_eps: 0.406914
 330497/600000: episode: 457, duration: 11.019s, episode steps: 573, steps per second:  52, episode reward: 12.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.194 [0.000, 5.000],  loss: 0.013846, mae: 1.075511, mean_q: 1.315112, mean_eps: 0.405622
 331512/600000: episode: 458, duration: 18.770s, episode steps: 1015, steps per second:  54, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.305 [0.000, 5.000],  loss: 0.012934, mae: 1.078090, mean_q: 1.316713, mean_eps: 0.404193
 332281/600000: episode: 459, duration: 15.054s, episode steps: 769, steps per second:  51, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.238 [0.000, 5.000],  loss: 0.013613, mae: 1.070645, mean_q: 1.306989, mean_eps: 0.402587
 333291/600000: episode: 460, duration: 20.302s, episode steps: 1010, steps per second:  50, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.340 [0.000, 5.000],  loss: 0.015418, mae: 1.078480, mean_q: 1.316652, mean_eps: 0.400985
 333667/600000: episode: 461, duration: 7.191s, episode steps: 376, steps per second:  52, episode reward:  7.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.012988, mae: 1.075434, mean_q: 1.314890, mean_eps: 0.399740
 334171/600000: episode: 462, duration: 9.528s, episode steps: 504, steps per second:  53, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.341 [0.000, 5.000],  loss: 0.016787, mae: 1.079991, mean_q: 1.319514, mean_eps: 0.398948
 334692/600000: episode: 463, duration: 10.156s, episode steps: 521, steps per second:  51, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.230 [0.000, 5.000],  loss: 0.014709, mae: 1.076789, mean_q: 1.315562, mean_eps: 0.398026
 335068/600000: episode: 464, duration: 7.779s, episode steps: 376, steps per second:  48, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.069 [0.000, 5.000],  loss: 0.011096, mae: 1.080821, mean_q: 1.321194, mean_eps: 0.397220
 335685/600000: episode: 465, duration: 11.294s, episode steps: 617, steps per second:  55, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.720 [0.000, 5.000],  loss: 0.012830, mae: 1.073976, mean_q: 1.312595, mean_eps: 0.396323
 336267/600000: episode: 466, duration: 11.821s, episode steps: 582, steps per second:  49, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.720 [0.000, 5.000],  loss: 0.013759, mae: 1.069646, mean_q: 1.306296, mean_eps: 0.395243
 337067/600000: episode: 467, duration: 16.044s, episode steps: 800, steps per second:  50, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.962 [0.000, 5.000],  loss: 0.012745, mae: 1.067155, mean_q: 1.303168, mean_eps: 0.394001
 338328/600000: episode: 468, duration: 27.477s, episode steps: 1261, steps per second:  46, episode reward: 22.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.186 [0.000, 5.000],  loss: 0.011757, mae: 1.069710, mean_q: 1.306414, mean_eps: 0.392147
 339345/600000: episode: 469, duration: 21.466s, episode steps: 1017, steps per second:  47, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.418 [0.000, 5.000],  loss: 0.012670, mae: 1.083621, mean_q: 1.323886, mean_eps: 0.390095
 340312/600000: episode: 470, duration: 21.187s, episode steps: 967, steps per second:  46, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.243 [0.000, 5.000],  loss: 0.011277, mae: 1.091395, mean_q: 1.333907, mean_eps: 0.388310
 341104/600000: episode: 471, duration: 16.880s, episode steps: 792, steps per second:  47, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.215 [0.000, 5.000],  loss: 0.012899, mae: 1.121842, mean_q: 1.369435, mean_eps: 0.386729
 341851/600000: episode: 472, duration: 16.032s, episode steps: 747, steps per second:  47, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.398 [0.000, 5.000],  loss: 0.013132, mae: 1.140245, mean_q: 1.392569, mean_eps: 0.385343
 342542/600000: episode: 473, duration: 15.065s, episode steps: 691, steps per second:  46, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.117 [0.000, 5.000],  loss: 0.013362, mae: 1.129229, mean_q: 1.378997, mean_eps: 0.384047
 343381/600000: episode: 474, duration: 17.231s, episode steps: 839, steps per second:  49, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.199 [0.000, 5.000],  loss: 0.014331, mae: 1.131767, mean_q: 1.382122, mean_eps: 0.382668
 344029/600000: episode: 475, duration: 13.927s, episode steps: 648, steps per second:  47, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.154 [0.000, 5.000],  loss: 0.013350, mae: 1.125103, mean_q: 1.374694, mean_eps: 0.381329
 345164/600000: episode: 476, duration: 21.727s, episode steps: 1135, steps per second:  52, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.462 [0.000, 5.000],  loss: 0.012802, mae: 1.124661, mean_q: 1.371612, mean_eps: 0.379727
 345964/600000: episode: 477, duration: 14.651s, episode steps: 800, steps per second:  55, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.375 [0.000, 5.000],  loss: 0.013300, mae: 1.139711, mean_q: 1.390691, mean_eps: 0.377988
 346643/600000: episode: 478, duration: 13.003s, episode steps: 679, steps per second:  52, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.345 [0.000, 5.000],  loss: 0.014218, mae: 1.111826, mean_q: 1.355475, mean_eps: 0.376656
 347011/600000: episode: 479, duration: 7.294s, episode steps: 368, steps per second:  50, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.440 [0.000, 5.000],  loss: 0.012594, mae: 1.137417, mean_q: 1.388722, mean_eps: 0.375713
 347794/600000: episode: 480, duration: 15.454s, episode steps: 783, steps per second:  51, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.517 [0.000, 5.000],  loss: 0.011892, mae: 1.120185, mean_q: 1.369144, mean_eps: 0.374676
 348477/600000: episode: 481, duration: 12.494s, episode steps: 683, steps per second:  55, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.908 [0.000, 5.000],  loss: 0.012839, mae: 1.123013, mean_q: 1.370972, mean_eps: 0.373355
 349386/600000: episode: 482, duration: 17.984s, episode steps: 909, steps per second:  51, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.488 [0.000, 5.000],  loss: 0.012409, mae: 1.121002, mean_q: 1.366991, mean_eps: 0.371922
 349877/600000: episode: 483, duration: 9.933s, episode steps: 491, steps per second:  49, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.776 [0.000, 5.000],  loss: 0.011135, mae: 1.132835, mean_q: 1.382516, mean_eps: 0.370662
 350580/600000: episode: 484, duration: 13.125s, episode steps: 703, steps per second:  54, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.135 [0.000, 5.000],  loss: 0.013668, mae: 1.179747, mean_q: 1.440171, mean_eps: 0.369590
 351233/600000: episode: 485, duration: 12.296s, episode steps: 653, steps per second:  53, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.141 [0.000, 5.000],  loss: 0.012390, mae: 1.173432, mean_q: 1.431325, mean_eps: 0.368369
 351864/600000: episode: 486, duration: 11.924s, episode steps: 631, steps per second:  53, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.816 [0.000, 5.000],  loss: 0.012683, mae: 1.178945, mean_q: 1.439640, mean_eps: 0.367214
 352953/600000: episode: 487, duration: 22.261s, episode steps: 1089, steps per second:  49, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.814 [0.000, 5.000],  loss: 0.013178, mae: 1.193086, mean_q: 1.455773, mean_eps: 0.365666
 353896/600000: episode: 488, duration: 18.834s, episode steps: 943, steps per second:  50, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.276 [0.000, 5.000],  loss: 0.012509, mae: 1.181254, mean_q: 1.440336, mean_eps: 0.363837
 354765/600000: episode: 489, duration: 17.584s, episode steps: 869, steps per second:  49, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.354 [0.000, 5.000],  loss: 0.015372, mae: 1.192224, mean_q: 1.453310, mean_eps: 0.362206
 355399/600000: episode: 490, duration: 12.611s, episode steps: 634, steps per second:  50, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.012932, mae: 1.188350, mean_q: 1.449257, mean_eps: 0.360852
 356075/600000: episode: 491, duration: 13.841s, episode steps: 676, steps per second:  49, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.873 [0.000, 5.000],  loss: 0.012500, mae: 1.190862, mean_q: 1.453085, mean_eps: 0.359675
 356778/600000: episode: 492, duration: 14.999s, episode steps: 703, steps per second:  47, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.400 [0.000, 5.000],  loss: 0.013587, mae: 1.200268, mean_q: 1.466513, mean_eps: 0.358433
 358278/600000: episode: 493, duration: 29.618s, episode steps: 1500, steps per second:  51, episode reward: 22.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.300 [0.000, 5.000],  loss: 0.013409, mae: 1.184402, mean_q: 1.445380, mean_eps: 0.356450
 359102/600000: episode: 494, duration: 16.065s, episode steps: 824, steps per second:  51, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.352 [0.000, 5.000],  loss: 0.014487, mae: 1.187233, mean_q: 1.449733, mean_eps: 0.354358
 359662/600000: episode: 495, duration: 11.318s, episode steps: 560, steps per second:  49, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.348 [0.000, 5.000],  loss: 0.014872, mae: 1.187088, mean_q: 1.449457, mean_eps: 0.353112
 360350/600000: episode: 496, duration: 13.786s, episode steps: 688, steps per second:  50, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.205 [0.000, 5.000],  loss: 0.013226, mae: 1.199162, mean_q: 1.463051, mean_eps: 0.351989
 361022/600000: episode: 497, duration: 12.777s, episode steps: 672, steps per second:  53, episode reward: 17.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.546 [0.000, 5.000],  loss: 0.012626, mae: 1.211655, mean_q: 1.476880, mean_eps: 0.350765
 361835/600000: episode: 498, duration: 17.223s, episode steps: 813, steps per second:  47, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.410 [0.000, 5.000],  loss: 0.014463, mae: 1.207475, mean_q: 1.471447, mean_eps: 0.349430
 362495/600000: episode: 499, duration: 13.841s, episode steps: 660, steps per second:  48, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.932 [0.000, 5.000],  loss: 0.013983, mae: 1.199419, mean_q: 1.462743, mean_eps: 0.348105
 363810/600000: episode: 500, duration: 25.597s, episode steps: 1315, steps per second:  51, episode reward: 28.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.723 [0.000, 5.000],  loss: 0.014069, mae: 1.201401, mean_q: 1.465084, mean_eps: 0.346326
 364495/600000: episode: 501, duration: 12.971s, episode steps: 685, steps per second:  53, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.269 [0.000, 5.000],  loss: 0.016662, mae: 1.179363, mean_q: 1.438205, mean_eps: 0.344526
 365304/600000: episode: 502, duration: 16.503s, episode steps: 809, steps per second:  49, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.820 [0.000, 5.000],  loss: 0.011573, mae: 1.194665, mean_q: 1.457436, mean_eps: 0.343184
 366157/600000: episode: 503, duration: 15.981s, episode steps: 853, steps per second:  53, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.155 [0.000, 5.000],  loss: 0.013841, mae: 1.196735, mean_q: 1.459261, mean_eps: 0.341686
 367078/600000: episode: 504, duration: 17.561s, episode steps: 921, steps per second:  52, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.832 [0.000, 5.000],  loss: 0.016335, mae: 1.213179, mean_q: 1.479847, mean_eps: 0.340088
 367924/600000: episode: 505, duration: 16.509s, episode steps: 846, steps per second:  51, episode reward: 12.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.294 [0.000, 5.000],  loss: 0.014445, mae: 1.195784, mean_q: 1.456625, mean_eps: 0.338500
 368495/600000: episode: 506, duration: 10.677s, episode steps: 571, steps per second:  53, episode reward: 12.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.012577, mae: 1.197701, mean_q: 1.457553, mean_eps: 0.337226
 369104/600000: episode: 507, duration: 11.828s, episode steps: 609, steps per second:  51, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.179 [0.000, 5.000],  loss: 0.013757, mae: 1.203498, mean_q: 1.467061, mean_eps: 0.336164
 369868/600000: episode: 508, duration: 15.316s, episode steps: 764, steps per second:  50, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.342 [0.000, 5.000],  loss: 0.014276, mae: 1.199644, mean_q: 1.464394, mean_eps: 0.334929
 370237/600000: episode: 509, duration: 7.328s, episode steps: 369, steps per second:  50, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.591 [0.000, 5.000],  loss: 0.015341, mae: 1.237035, mean_q: 1.510609, mean_eps: 0.333906
 371546/600000: episode: 510, duration: 26.881s, episode steps: 1309, steps per second:  49, episode reward: 29.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.292 [0.000, 5.000],  loss: 0.014839, mae: 1.248178, mean_q: 1.523938, mean_eps: 0.332394
 372306/600000: episode: 511, duration: 15.764s, episode steps: 760, steps per second:  48, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.282 [0.000, 5.000],  loss: 0.014381, mae: 1.247094, mean_q: 1.522705, mean_eps: 0.330533
 373185/600000: episode: 512, duration: 17.996s, episode steps: 879, steps per second:  49, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.315 [0.000, 5.000],  loss: 0.015110, mae: 1.243978, mean_q: 1.517963, mean_eps: 0.329057
 373690/600000: episode: 513, duration: 10.526s, episode steps: 505, steps per second:  48, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.855 [0.000, 5.000],  loss: 0.013053, mae: 1.244920, mean_q: 1.519301, mean_eps: 0.327812
 374479/600000: episode: 514, duration: 16.130s, episode steps: 789, steps per second:  49, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.210 [0.000, 5.000],  loss: 0.013982, mae: 1.235181, mean_q: 1.507482, mean_eps: 0.326649
 375119/600000: episode: 515, duration: 13.252s, episode steps: 640, steps per second:  48, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.573 [0.000, 5.000],  loss: 0.013349, mae: 1.232134, mean_q: 1.504381, mean_eps: 0.325364
 376090/600000: episode: 516, duration: 20.567s, episode steps: 971, steps per second:  47, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.015369, mae: 1.240064, mean_q: 1.511287, mean_eps: 0.323913
 376544/600000: episode: 517, duration: 9.798s, episode steps: 454, steps per second:  46, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.919 [0.000, 5.000],  loss: 0.014840, mae: 1.244925, mean_q: 1.518195, mean_eps: 0.322631
 377243/600000: episode: 518, duration: 14.236s, episode steps: 699, steps per second:  49, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.219 [0.000, 5.000],  loss: 0.014656, mae: 1.241134, mean_q: 1.513581, mean_eps: 0.321594
 378403/600000: episode: 519, duration: 23.359s, episode steps: 1160, steps per second:  50, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.567 [0.000, 5.000],  loss: 0.014615, mae: 1.257692, mean_q: 1.534881, mean_eps: 0.319920
 379053/600000: episode: 520, duration: 12.867s, episode steps: 650, steps per second:  51, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.120 [0.000, 5.000],  loss: 0.015867, mae: 1.254726, mean_q: 1.531529, mean_eps: 0.318290
 379680/600000: episode: 521, duration: 12.945s, episode steps: 627, steps per second:  48, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.230 [0.000, 5.000],  loss: 0.014451, mae: 1.259745, mean_q: 1.537349, mean_eps: 0.317141
 380789/600000: episode: 522, duration: 20.606s, episode steps: 1109, steps per second:  54, episode reward: 21.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.482 [0.000, 5.000],  loss: 0.013187, mae: 1.270069, mean_q: 1.551105, mean_eps: 0.315579
 381490/600000: episode: 523, duration: 12.748s, episode steps: 701, steps per second:  55, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.305 [0.000, 5.000],  loss: 0.012721, mae: 1.272893, mean_q: 1.553896, mean_eps: 0.313948
 382145/600000: episode: 524, duration: 12.204s, episode steps: 655, steps per second:  54, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.968 [0.000, 5.000],  loss: 0.014002, mae: 1.291121, mean_q: 1.574499, mean_eps: 0.312728
 382657/600000: episode: 525, duration: 10.178s, episode steps: 512, steps per second:  50, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.203 [0.000, 5.000],  loss: 0.014478, mae: 1.269385, mean_q: 1.548995, mean_eps: 0.311676
 383327/600000: episode: 526, duration: 12.303s, episode steps: 670, steps per second:  54, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.206 [0.000, 5.000],  loss: 0.016479, mae: 1.269455, mean_q: 1.547586, mean_eps: 0.310614
 384116/600000: episode: 527, duration: 14.894s, episode steps: 789, steps per second:  53, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.978 [0.000, 5.000],  loss: 0.014957, mae: 1.284211, mean_q: 1.566438, mean_eps: 0.309304
