   50270/2000000: episode: 74, duration: 13.334s, episode steps: 519, steps per second:  39, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.006156, mae: 0.014239, mean_q: 0.020979, mean_eps: 0.968247
  973200/2000000: episode: 1375, duration: 23.034s, episode steps: 380, steps per second:  16, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.161 [0.000, 5.000],  loss: 0.024968, mae: 2.761904, mean_q: 3.334944, mean_eps: 0.383762
  973687/2000000: episode: 1376, duration: 29.594s, episode steps: 487, steps per second:  16, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.277 [0.000, 5.000],  loss: 0.026754, mae: 2.756354, mean_q: 3.327427, mean_eps: 0.383487
  974345/2000000: episode: 1377, duration: 40.907s, episode steps: 658, steps per second:  16, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.266 [0.000, 5.000],  loss: 0.025132, mae: 2.756093, mean_q: 3.326971, mean_eps: 0.383123
  974871/2000000: episode: 1378, duration: 32.065s, episode steps: 526, steps per second:  16, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.137 [0.000, 5.000],  loss: 0.026153, mae: 2.765512, mean_q: 3.337876, mean_eps: 0.382748
  975778/2000000: episode: 1379, duration: 55.434s, episode steps: 907, steps per second:  16, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.734 [0.000, 5.000],  loss: 0.026687, mae: 2.755377, mean_q: 3.326440, mean_eps: 0.382295
  976574/2000000: episode: 1380, duration: 48.978s, episode steps: 796, steps per second:  16, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.533 [0.000, 5.000],  loss: 0.035159, mae: 2.745207, mean_q: 3.314103, mean_eps: 0.381755
  977342/2000000: episode: 1381, duration: 46.605s, episode steps: 768, steps per second:  16, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.646 [0.000, 5.000],  loss: 0.026623, mae: 2.766653, mean_q: 3.339079, mean_eps: 0.381260
  977896/2000000: episode: 1382, duration: 33.563s, episode steps: 554, steps per second:  17, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.561 [0.000, 5.000],  loss: 0.024758, mae: 2.765470, mean_q: 3.338730, mean_eps: 0.380842
  978673/2000000: episode: 1383, duration: 47.244s, episode steps: 777, steps per second:  16, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.210 [0.000, 5.000],  loss: 0.028305, mae: 2.738358, mean_q: 3.306503, mean_eps: 0.380420
  979700/2000000: episode: 1384, duration: 62.480s, episode steps: 1027, steps per second:  16, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.395 [0.000, 5.000],  loss: 0.025534, mae: 2.761263, mean_q: 3.333174, mean_eps: 0.379849
  980400/2000000: episode: 1385, duration: 42.486s, episode steps: 700, steps per second:  16, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.777 [0.000, 5.000],  loss: 0.024550, mae: 2.758662, mean_q: 3.332475, mean_eps: 0.379303
  981093/2000000: episode: 1386, duration: 42.025s, episode steps: 693, steps per second:  16, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.024977, mae: 2.759620, mean_q: 3.334291, mean_eps: 0.378861
  981651/2000000: episode: 1387, duration: 33.961s, episode steps: 558, steps per second:  16, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.315 [0.000, 5.000],  loss: 0.030081, mae: 2.776738, mean_q: 3.354318, mean_eps: 0.378464
  982266/2000000: episode: 1388, duration: 37.611s, episode steps: 615, steps per second:  16, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.480 [0.000, 5.000],  loss: 0.026755, mae: 2.747512, mean_q: 3.320001, mean_eps: 0.378093
  982897/2000000: episode: 1389, duration: 38.380s, episode steps: 631, steps per second:  16, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.168 [0.000, 5.000],  loss: 0.027901, mae: 2.753129, mean_q: 3.322835, mean_eps: 0.377698
  983453/2000000: episode: 1390, duration: 33.987s, episode steps: 556, steps per second:  16, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.757 [0.000, 5.000],  loss: 0.026438, mae: 2.767663, mean_q: 3.341375, mean_eps: 0.377322
  984038/2000000: episode: 1391, duration: 35.557s, episode steps: 585, steps per second:  16, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.475 [0.000, 5.000],  loss: 0.026781, mae: 2.752444, mean_q: 3.325726, mean_eps: 0.376961
  984908/2000000: episode: 1392, duration: 53.198s, episode steps: 870, steps per second:  16, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.331 [0.000, 5.000],  loss: 0.028473, mae: 2.759389, mean_q: 3.332638, mean_eps: 0.376501
  985539/2000000: episode: 1393, duration: 38.414s, episode steps: 631, steps per second:  16, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.658 [0.000, 5.000],  loss: 0.026473, mae: 2.750182, mean_q: 3.322604, mean_eps: 0.376026
  986184/2000000: episode: 1394, duration: 39.617s, episode steps: 645, steps per second:  16, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.375 [0.000, 5.000],  loss: 0.025912, mae: 2.743089, mean_q: 3.313007, mean_eps: 0.375622
  987004/2000000: episode: 1395, duration: 50.179s, episode steps: 820, steps per second:  16, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.610 [0.000, 5.000],  loss: 0.026192, mae: 2.757270, mean_q: 3.328918, mean_eps: 0.375158
  987801/2000000: episode: 1396, duration: 48.885s, episode steps: 797, steps per second:  16, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.282 [0.000, 5.000],  loss: 0.029315, mae: 2.770920, mean_q: 3.344560, mean_eps: 0.374645
  989113/2000000: episode: 1397, duration: 80.776s, episode steps: 1312, steps per second:  16, episode reward: 21.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.033290, mae: 2.766796, mean_q: 3.339609, mean_eps: 0.373977
  989826/2000000: episode: 1398, duration: 43.560s, episode steps: 713, steps per second:  16, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.177 [0.000, 5.000],  loss: 0.026246, mae: 2.733652, mean_q: 3.299482, mean_eps: 0.373336
  990375/2000000: episode: 1399, duration: 33.816s, episode steps: 549, steps per second:  16, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.468 [0.000, 5.000],  loss: 0.025643, mae: 2.781012, mean_q: 3.360271, mean_eps: 0.372937
  991368/2000000: episode: 1400, duration: 61.349s, episode steps: 993, steps per second:  16, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.595 [0.000, 5.000],  loss: 0.025371, mae: 2.790841, mean_q: 3.371908, mean_eps: 0.372449
  991742/2000000: episode: 1401, duration: 23.215s, episode steps: 374, steps per second:  16, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.545 [0.000, 5.000],  loss: 0.025048, mae: 2.770086, mean_q: 3.344792, mean_eps: 0.372016
  992769/2000000: episode: 1402, duration: 62.331s, episode steps: 1027, steps per second:  16, episode reward: 24.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.299 [0.000, 5.000],  loss: 0.024766, mae: 2.782288, mean_q: 3.359424, mean_eps: 0.371571
  993425/2000000: episode: 1403, duration: 39.938s, episode steps: 656, steps per second:  16, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.486 [0.000, 5.000],  loss: 0.024830, mae: 2.793504, mean_q: 3.371017, mean_eps: 0.371038
  993994/2000000: episode: 1404, duration: 34.762s, episode steps: 569, steps per second:  16, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.383 [0.000, 5.000],  loss: 0.029408, mae: 2.801606, mean_q: 3.382240, mean_eps: 0.370650
  994617/2000000: episode: 1405, duration: 38.006s, episode steps: 623, steps per second:  16, episode reward: 13.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.217 [0.000, 5.000],  loss: 0.028143, mae: 2.789333, mean_q: 3.366754, mean_eps: 0.370273
  995291/2000000: episode: 1406, duration: 40.878s, episode steps: 674, steps per second:  16, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.693 [0.000, 5.000],  loss: 0.028548, mae: 2.803176, mean_q: 3.385492, mean_eps: 0.369862
  996360/2000000: episode: 1407, duration: 66.047s, episode steps: 1069, steps per second:  16, episode reward: 23.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.531 [0.000, 5.000],  loss: 0.028602, mae: 2.778066, mean_q: 3.354280, mean_eps: 0.369311
  997090/2000000: episode: 1408, duration: 45.327s, episode steps: 730, steps per second:  16, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.028441, mae: 2.776896, mean_q: 3.351864, mean_eps: 0.368741
  998180/2000000: episode: 1409, duration: 66.978s, episode steps: 1090, steps per second:  16, episode reward: 17.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.925 [0.000, 5.000],  loss: 0.031694, mae: 2.783671, mean_q: 3.361122, mean_eps: 0.368165
  999161/2000000: episode: 1410, duration: 60.601s, episode steps: 981, steps per second:  16, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.684 [0.000, 5.000],  loss: 0.026603, mae: 2.771618, mean_q: 3.346412, mean_eps: 0.367509
  999522/2000000: episode: 1411, duration: 22.317s, episode steps: 361, steps per second:  16, episode reward:  5.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.028765, mae: 2.760137, mean_q: 3.330187, mean_eps: 0.367083
 1000474/2000000: episode: 1412, duration: 59.957s, episode steps: 952, steps per second:  16, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.026780, mae: 2.769451, mean_q: 3.346578, mean_eps: 0.366668
 1000986/2000000: episode: 1413, duration: 31.615s, episode steps: 512, steps per second:  16, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.026842, mae: 2.774868, mean_q: 3.351629, mean_eps: 0.366204
 1001499/2000000: episode: 1414, duration: 31.309s, episode steps: 513, steps per second:  16, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.918 [0.000, 5.000],  loss: 0.027253, mae: 2.765038, mean_q: 3.338287, mean_eps: 0.365880
 1002126/2000000: episode: 1415, duration: 39.991s, episode steps: 627, steps per second:  16, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.608 [0.000, 5.000],  loss: 0.028175, mae: 2.754460, mean_q: 3.326077, mean_eps: 0.365519
 1003020/2000000: episode: 1416, duration: 54.879s, episode steps: 894, steps per second:  16, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.560 [0.000, 5.000],  loss: 0.029948, mae: 2.763356, mean_q: 3.338689, mean_eps: 0.365038
 1003861/2000000: episode: 1417, duration: 52.091s, episode steps: 841, steps per second:  16, episode reward: 12.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.027669, mae: 2.762362, mean_q: 3.335296, mean_eps: 0.364488
 1004594/2000000: episode: 1418, duration: 45.069s, episode steps: 733, steps per second:  16, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.439 [0.000, 5.000],  loss: 0.029807, mae: 2.761033, mean_q: 3.331958, mean_eps: 0.363989
 1004974/2000000: episode: 1419, duration: 23.704s, episode steps: 380, steps per second:  16, episode reward:  4.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.905 [0.000, 5.000],  loss: 0.027720, mae: 2.761126, mean_q: 3.333670, mean_eps: 0.363637
 1005980/2000000: episode: 1420, duration: 62.370s, episode steps: 1006, steps per second:  16, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.728 [0.000, 5.000],  loss: 0.028296, mae: 2.772892, mean_q: 3.347142, mean_eps: 0.363199
 1006873/2000000: episode: 1421, duration: 55.184s, episode steps: 893, steps per second:  16, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.548 [0.000, 5.000],  loss: 0.029587, mae: 2.766558, mean_q: 3.341028, mean_eps: 0.362597
 1007683/2000000: episode: 1422, duration: 49.208s, episode steps: 810, steps per second:  16, episode reward: 22.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.325 [0.000, 5.000],  loss: 0.028637, mae: 2.768918, mean_q: 3.343873, mean_eps: 0.362057
 1008143/2000000: episode: 1423, duration: 28.034s, episode steps: 460, steps per second:  16, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.583 [0.000, 5.000],  loss: 0.027019, mae: 2.744453, mean_q: 3.315175, mean_eps: 0.361656
 1008610/2000000: episode: 1424, duration: 28.615s, episode steps: 467, steps per second:  16, episode reward:  5.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.054 [0.000, 5.000],  loss: 0.027875, mae: 2.740435, mean_q: 3.308483, mean_eps: 0.361362
 1009768/2000000: episode: 1425, duration: 70.340s, episode steps: 1158, steps per second:  16, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.586 [0.000, 5.000],  loss: 0.026745, mae: 2.753025, mean_q: 3.324118, mean_eps: 0.360848
 1010684/2000000: episode: 1426, duration: 55.880s, episode steps: 916, steps per second:  16, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.597 [0.000, 5.000],  loss: 0.026114, mae: 2.772428, mean_q: 3.349371, mean_eps: 0.360191
 1011525/2000000: episode: 1427, duration: 51.460s, episode steps: 841, steps per second:  16, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.545 [0.000, 5.000],  loss: 0.028592, mae: 2.776849, mean_q: 3.351942, mean_eps: 0.359634
 1012402/2000000: episode: 1428, duration: 56.396s, episode steps: 877, steps per second:  16, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.748 [0.000, 5.000],  loss: 0.024777, mae: 2.761773, mean_q: 3.336176, mean_eps: 0.359089
 1013076/2000000: episode: 1429, duration: 46.257s, episode steps: 674, steps per second:  15, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.552 [0.000, 5.000],  loss: 0.027084, mae: 2.755591, mean_q: 3.325718, mean_eps: 0.358599
 1013444/2000000: episode: 1430, duration: 23.037s, episode steps: 368, steps per second:  16, episode reward:  7.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.929 [0.000, 5.000],  loss: 0.027454, mae: 2.749733, mean_q: 3.318500, mean_eps: 0.358270
 1014255/2000000: episode: 1431, duration: 49.988s, episode steps: 811, steps per second:  16, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.328 [0.000, 5.000],  loss: 0.025507, mae: 2.756083, mean_q: 3.329184, mean_eps: 0.357896
 1015188/2000000: episode: 1432, duration: 57.406s, episode steps: 933, steps per second:  16, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.460 [0.000, 5.000],  loss: 0.029457, mae: 2.748705, mean_q: 3.317711, mean_eps: 0.357344
 1015859/2000000: episode: 1433, duration: 41.115s, episode steps: 671, steps per second:  16, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.647 [0.000, 5.000],  loss: 0.028426, mae: 2.762103, mean_q: 3.334535, mean_eps: 0.356836
 1016376/2000000: episode: 1434, duration: 32.090s, episode steps: 517, steps per second:  16, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.909 [0.000, 5.000],  loss: 0.025592, mae: 2.750312, mean_q: 3.318492, mean_eps: 0.356460
 1017546/2000000: episode: 1435, duration: 71.660s, episode steps: 1170, steps per second:  16, episode reward: 18.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.217 [0.000, 5.000],  loss: 0.026682, mae: 2.768114, mean_q: 3.341439, mean_eps: 0.355925
 1018378/2000000: episode: 1436, duration: 50.793s, episode steps: 832, steps per second:  16, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.409 [0.000, 5.000],  loss: 0.027166, mae: 2.764866, mean_q: 3.335901, mean_eps: 0.355291
 1018926/2000000: episode: 1437, duration: 33.458s, episode steps: 548, steps per second:  16, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.042 [0.000, 5.000],  loss: 0.045209, mae: 2.733871, mean_q: 3.299081, mean_eps: 0.354854
 1019276/2000000: episode: 1438, duration: 21.542s, episode steps: 350, steps per second:  16, episode reward:  6.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.031 [0.000, 5.000],  loss: 0.029088, mae: 2.740803, mean_q: 3.307401, mean_eps: 0.354570
 1020290/2000000: episode: 1439, duration: 62.199s, episode steps: 1014, steps per second:  16, episode reward: 20.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.024 [0.000, 5.000],  loss: 0.027972, mae: 2.747453, mean_q: 3.317474, mean_eps: 0.354138
 1020783/2000000: episode: 1440, duration: 30.319s, episode steps: 493, steps per second:  16, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.181 [0.000, 5.000],  loss: 0.024758, mae: 2.769577, mean_q: 3.342948, mean_eps: 0.353661
 1021897/2000000: episode: 1441, duration: 67.950s, episode steps: 1114, steps per second:  16, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.724 [0.000, 5.000],  loss: 0.025554, mae: 2.765254, mean_q: 3.336163, mean_eps: 0.353151
 1022593/2000000: episode: 1442, duration: 42.537s, episode steps: 696, steps per second:  16, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.859 [0.000, 5.000],  loss: 0.025414, mae: 2.792213, mean_q: 3.367357, mean_eps: 0.352578
 1023395/2000000: episode: 1443, duration: 48.987s, episode steps: 802, steps per second:  16, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.527 [0.000, 5.000],  loss: 0.026154, mae: 2.777955, mean_q: 3.351276, mean_eps: 0.352104
 1024073/2000000: episode: 1444, duration: 41.166s, episode steps: 678, steps per second:  16, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.069 [0.000, 5.000],  loss: 0.025124, mae: 2.783060, mean_q: 3.358073, mean_eps: 0.351635
 1025246/2000000: episode: 1445, duration: 71.118s, episode steps: 1173, steps per second:  16, episode reward: 25.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.026587, mae: 2.768868, mean_q: 3.341480, mean_eps: 0.351049
 1025916/2000000: episode: 1446, duration: 41.553s, episode steps: 670, steps per second:  16, episode reward: 16.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.804 [0.000, 5.000],  loss: 0.025547, mae: 2.747029, mean_q: 3.312120, mean_eps: 0.350466
 1026935/2000000: episode: 1447, duration: 62.548s, episode steps: 1019, steps per second:  16, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.464 [0.000, 5.000],  loss: 0.027244, mae: 2.756147, mean_q: 3.325176, mean_eps: 0.349931
 1027745/2000000: episode: 1448, duration: 49.420s, episode steps: 810, steps per second:  16, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.204 [0.000, 5.000],  loss: 0.031510, mae: 2.762572, mean_q: 3.334118, mean_eps: 0.349351
 1028414/2000000: episode: 1449, duration: 40.987s, episode steps: 669, steps per second:  16, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.026957, mae: 2.759312, mean_q: 3.327721, mean_eps: 0.348883
 1028954/2000000: episode: 1450, duration: 32.811s, episode steps: 540, steps per second:  16, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.487 [0.000, 5.000],  loss: 0.027283, mae: 2.758981, mean_q: 3.325993, mean_eps: 0.348500
 1029478/2000000: episode: 1451, duration: 32.028s, episode steps: 524, steps per second:  16, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.519 [0.000, 5.000],  loss: 0.027436, mae: 2.758482, mean_q: 3.328332, mean_eps: 0.348163
 1030155/2000000: episode: 1452, duration: 41.380s, episode steps: 677, steps per second:  16, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.727 [0.000, 5.000],  loss: 0.027103, mae: 2.770892, mean_q: 3.346278, mean_eps: 0.347783
 1030947/2000000: episode: 1453, duration: 48.363s, episode steps: 792, steps per second:  16, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.441 [0.000, 5.000],  loss: 0.024045, mae: 2.776704, mean_q: 3.351293, mean_eps: 0.347318
 1031780/2000000: episode: 1454, duration: 50.945s, episode steps: 833, steps per second:  16, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.643 [0.000, 5.000],  loss: 0.026329, mae: 2.768445, mean_q: 3.342301, mean_eps: 0.346804
 1032640/2000000: episode: 1455, duration: 52.849s, episode steps: 860, steps per second:  16, episode reward: 12.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.492 [0.000, 5.000],  loss: 0.024864, mae: 2.770995, mean_q: 3.342685, mean_eps: 0.346268
 1033219/2000000: episode: 1456, duration: 36.709s, episode steps: 579, steps per second:  16, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.173 [0.000, 5.000],  loss: 0.027820, mae: 2.765673, mean_q: 3.338312, mean_eps: 0.345812
 1033740/2000000: episode: 1457, duration: 32.096s, episode steps: 521, steps per second:  16, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.288 [0.000, 5.000],  loss: 0.028630, mae: 2.769195, mean_q: 3.342081, mean_eps: 0.345464
 1034768/2000000: episode: 1458, duration: 63.926s, episode steps: 1028, steps per second:  16, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.447 [0.000, 5.000],  loss: 0.027233, mae: 2.761844, mean_q: 3.331514, mean_eps: 0.344974
 1035721/2000000: episode: 1459, duration: 58.712s, episode steps: 953, steps per second:  16, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.694 [0.000, 5.000],  loss: 0.026583, mae: 2.761269, mean_q: 3.332750, mean_eps: 0.344345
 1036515/2000000: episode: 1460, duration: 48.499s, episode steps: 794, steps per second:  16, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.377 [0.000, 5.000],  loss: 0.028086, mae: 2.767722, mean_q: 3.338611, mean_eps: 0.343792
 1037062/2000000: episode: 1461, duration: 33.535s, episode steps: 547, steps per second:  16, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.973 [0.000, 5.000],  loss: 0.026347, mae: 2.764898, mean_q: 3.334918, mean_eps: 0.343368
 1038164/2000000: episode: 1462, duration: 67.272s, episode steps: 1102, steps per second:  16, episode reward: 14.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.152 [0.000, 5.000],  loss: 0.026406, mae: 2.758153, mean_q: 3.328635, mean_eps: 0.342846
 1039150/2000000: episode: 1463, duration: 60.577s, episode steps: 986, steps per second:  16, episode reward: 22.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.677 [0.000, 5.000],  loss: 0.027802, mae: 2.769006, mean_q: 3.339396, mean_eps: 0.342185
 1040047/2000000: episode: 1464, duration: 54.697s, episode steps: 897, steps per second:  16, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.474 [0.000, 5.000],  loss: 0.027524, mae: 2.757524, mean_q: 3.326853, mean_eps: 0.341588
 1040705/2000000: episode: 1465, duration: 40.360s, episode steps: 658, steps per second:  16, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.024043, mae: 2.755530, mean_q: 3.326441, mean_eps: 0.341095
 1041449/2000000: episode: 1466, duration: 45.197s, episode steps: 744, steps per second:  16, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.550 [0.000, 5.000],  loss: 0.024368, mae: 2.749461, mean_q: 3.318145, mean_eps: 0.340651
 1042279/2000000: episode: 1467, duration: 50.854s, episode steps: 830, steps per second:  16, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.341 [0.000, 5.000],  loss: 0.024971, mae: 2.745437, mean_q: 3.313198, mean_eps: 0.340153
 1043527/2000000: episode: 1468, duration: 76.306s, episode steps: 1248, steps per second:  16, episode reward: 25.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.623 [0.000, 5.000],  loss: 0.026921, mae: 2.750599, mean_q: 3.320445, mean_eps: 0.339495
 1044379/2000000: episode: 1469, duration: 52.133s, episode steps: 852, steps per second:  16, episode reward: 12.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.142 [0.000, 5.000],  loss: 0.026394, mae: 2.723559, mean_q: 3.284266, mean_eps: 0.338830
 1045144/2000000: episode: 1470, duration: 46.896s, episode steps: 765, steps per second:  16, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.854 [0.000, 5.000],  loss: 0.027316, mae: 2.743945, mean_q: 3.311114, mean_eps: 0.338319
 1045842/2000000: episode: 1471, duration: 42.895s, episode steps: 698, steps per second:  16, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.026023, mae: 2.763256, mean_q: 3.334924, mean_eps: 0.337855
 1046435/2000000: episode: 1472, duration: 35.857s, episode steps: 593, steps per second:  17, episode reward: 12.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.143 [0.000, 5.000],  loss: 0.033478, mae: 2.744950, mean_q: 3.310013, mean_eps: 0.337446
 1046804/2000000: episode: 1473, duration: 22.797s, episode steps: 369, steps per second:  16, episode reward:  8.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.089 [0.000, 5.000],  loss: 0.028052, mae: 2.742574, mean_q: 3.307299, mean_eps: 0.337142
 1048097/2000000: episode: 1474, duration: 79.266s, episode steps: 1293, steps per second:  16, episode reward: 28.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.653 [0.000, 5.000],  loss: 0.026752, mae: 2.752300, mean_q: 3.320106, mean_eps: 0.336615
 1048874/2000000: episode: 1475, duration: 47.386s, episode steps: 777, steps per second:  16, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.726 [0.000, 5.000],  loss: 0.025173, mae: 2.751151, mean_q: 3.319372, mean_eps: 0.335959
 1049679/2000000: episode: 1476, duration: 49.238s, episode steps: 805, steps per second:  16, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.581 [0.000, 5.000],  loss: 0.027186, mae: 2.732410, mean_q: 3.299578, mean_eps: 0.335459
 1050083/2000000: episode: 1477, duration: 25.618s, episode steps: 404, steps per second:  16, episode reward:  8.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.342 [0.000, 5.000],  loss: 0.028920, mae: 2.746319, mean_q: 3.313664, mean_eps: 0.335076
