Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  574417/1200000: episode: 809, duration: 7.762s, episode steps: 413, steps per second:  53, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.460 [0.000, 5.000],  loss: 0.014317, mae: 1.573986, mean_q: 1.907405, mean_eps: 0.138685
  574935/1200000: episode: 810, duration: 9.699s, episode steps: 518, steps per second:  53, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.847 [0.000, 5.000],  loss: 0.013813, mae: 1.561932, mean_q: 1.890901, mean_eps: 0.137986
  575828/1200000: episode: 811, duration: 20.588s, episode steps: 893, steps per second:  43, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.014474, mae: 1.547866, mean_q: 1.876342, mean_eps: 0.136930
  576730/1200000: episode: 812, duration: 18.626s, episode steps: 902, steps per second:  48, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.337 [0.000, 5.000],  loss: 0.012975, mae: 1.541929, mean_q: 1.869051, mean_eps: 0.135583
  577383/1200000: episode: 813, duration: 13.917s, episode steps: 653, steps per second:  47, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.988 [0.000, 5.000],  loss: 0.015179, mae: 1.532893, mean_q: 1.856824, mean_eps: 0.134416
  578176/1200000: episode: 814, duration: 19.810s, episode steps: 793, steps per second:  40, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.381 [0.000, 5.000],  loss: 0.013020, mae: 1.532966, mean_q: 1.857300, mean_eps: 0.133333
  578672/1200000: episode: 815, duration: 9.803s, episode steps: 496, steps per second:  51, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.011483, mae: 1.543771, mean_q: 1.869776, mean_eps: 0.132367
  579333/1200000: episode: 816, duration: 12.849s, episode steps: 661, steps per second:  51, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.113 [0.000, 5.000],  loss: 0.012794, mae: 1.543399, mean_q: 1.868690, mean_eps: 0.131497
  580378/1200000: episode: 817, duration: 20.689s, episode steps: 1045, steps per second:  51, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.927 [0.000, 5.000],  loss: 0.014998, mae: 1.558359, mean_q: 1.886030, mean_eps: 0.130216
  581045/1200000: episode: 818, duration: 14.403s, episode steps: 667, steps per second:  46, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.228 [0.000, 5.000],  loss: 0.013378, mae: 1.571586, mean_q: 1.903478, mean_eps: 0.128932
  581974/1200000: episode: 819, duration: 19.803s, episode steps: 929, steps per second:  47, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.115 [0.000, 5.000],  loss: 0.012632, mae: 1.573770, mean_q: 1.904523, mean_eps: 0.127735
  582827/1200000: episode: 820, duration: 18.377s, episode steps: 853, steps per second:  46, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.176 [0.000, 5.000],  loss: 0.013980, mae: 1.569278, mean_q: 1.898111, mean_eps: 0.126400
  583705/1200000: episode: 821, duration: 19.055s, episode steps: 878, steps per second:  46, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.600 [0.000, 5.000],  loss: 0.013188, mae: 1.573237, mean_q: 1.903441, mean_eps: 0.125101
  584385/1200000: episode: 822, duration: 15.000s, episode steps: 680, steps per second:  45, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.431 [0.000, 5.000],  loss: 0.014315, mae: 1.600045, mean_q: 1.937791, mean_eps: 0.123931
  585070/1200000: episode: 823, duration: 14.039s, episode steps: 685, steps per second:  49, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.061 [0.000, 5.000],  loss: 0.014309, mae: 1.588484, mean_q: 1.923565, mean_eps: 0.122908
  585956/1200000: episode: 824, duration: 17.220s, episode steps: 886, steps per second:  51, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.335 [0.000, 5.000],  loss: 0.014489, mae: 1.586901, mean_q: 1.921643, mean_eps: 0.121732
  586709/1200000: episode: 825, duration: 15.517s, episode steps: 753, steps per second:  49, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.210 [0.000, 5.000],  loss: 0.013000, mae: 1.583549, mean_q: 1.919711, mean_eps: 0.120502
  587528/1200000: episode: 826, duration: 16.737s, episode steps: 819, steps per second:  49, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.957 [0.000, 5.000],  loss: 0.013260, mae: 1.565473, mean_q: 1.895617, mean_eps: 0.119323
  588186/1200000: episode: 827, duration: 12.859s, episode steps: 658, steps per second:  51, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.584 [0.000, 5.000],  loss: 0.012975, mae: 1.568928, mean_q: 1.900740, mean_eps: 0.118216
  589348/1200000: episode: 828, duration: 22.596s, episode steps: 1162, steps per second:  51, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.435 [0.000, 5.000],  loss: 0.013707, mae: 1.572335, mean_q: 1.904462, mean_eps: 0.116851
  590005/1200000: episode: 829, duration: 14.234s, episode steps: 657, steps per second:  46, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.464 [0.000, 5.000],  loss: 0.013134, mae: 1.569836, mean_q: 1.902100, mean_eps: 0.115486
  590502/1200000: episode: 830, duration: 11.132s, episode steps: 497, steps per second:  45, episode reward: 12.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.229 [0.000, 5.000],  loss: 0.012890, mae: 1.584739, mean_q: 1.920099, mean_eps: 0.114619
  591231/1200000: episode: 831, duration: 15.281s, episode steps: 729, steps per second:  48, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.624 [0.000, 5.000],  loss: 0.013564, mae: 1.606857, mean_q: 1.947697, mean_eps: 0.113701
  591904/1200000: episode: 832, duration: 14.740s, episode steps: 673, steps per second:  46, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.383 [0.000, 5.000],  loss: 0.014985, mae: 1.616461, mean_q: 1.958104, mean_eps: 0.112651
  592781/1200000: episode: 833, duration: 18.917s, episode steps: 877, steps per second:  46, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.929 [0.000, 5.000],  loss: 0.014512, mae: 1.594572, mean_q: 1.930950, mean_eps: 0.111487
  594184/1200000: episode: 834, duration: 29.156s, episode steps: 1403, steps per second:  48, episode reward: 29.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.149 [0.000, 5.000],  loss: 0.013681, mae: 1.596105, mean_q: 1.932930, mean_eps: 0.109777
  594994/1200000: episode: 835, duration: 16.688s, episode steps: 810, steps per second:  49, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.205 [0.000, 5.000],  loss: 0.014038, mae: 1.598719, mean_q: 1.937849, mean_eps: 0.108118
  595968/1200000: episode: 836, duration: 18.953s, episode steps: 974, steps per second:  51, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.906 [0.000, 5.000],  loss: 0.015544, mae: 1.579255, mean_q: 1.912762, mean_eps: 0.106780
  596925/1200000: episode: 837, duration: 18.675s, episode steps: 957, steps per second:  51, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.911 [0.000, 5.000],  loss: 0.014243, mae: 1.597651, mean_q: 1.936047, mean_eps: 0.105331
  597936/1200000: episode: 838, duration: 19.672s, episode steps: 1011, steps per second:  51, episode reward: 18.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.786 [0.000, 5.000],  loss: 0.012488, mae: 1.594476, mean_q: 1.931970, mean_eps: 0.103855
  598976/1200000: episode: 839, duration: 21.171s, episode steps: 1040, steps per second:  49, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.730 [0.000, 5.000],  loss: 0.014829, mae: 1.597773, mean_q: 1.934149, mean_eps: 0.102319
  599626/1200000: episode: 840, duration: 13.059s, episode steps: 650, steps per second:  50, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.717 [0.000, 5.000],  loss: 0.014919, mae: 1.585082, mean_q: 1.919733, mean_eps: 0.101050
  600587/1200000: episode: 841, duration: 18.798s, episode steps: 961, steps per second:  51, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.656 [0.000, 5.000],  loss: 0.013824, mae: 1.604963, mean_q: 1.942271, mean_eps: 0.100109
  601274/1200000: episode: 842, duration: 14.010s, episode steps: 687, steps per second:  49, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.406 [0.000, 5.000],  loss: 0.014963, mae: 1.633353, mean_q: 1.977469, mean_eps: 0.100000
  602133/1200000: episode: 843, duration: 17.401s, episode steps: 859, steps per second:  49, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.705 [0.000, 5.000],  loss: 0.014391, mae: 1.593433, mean_q: 1.928288, mean_eps: 0.100000
  602635/1200000: episode: 844, duration: 9.868s, episode steps: 502, steps per second:  51, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.777 [0.000, 5.000],  loss: 0.012688, mae: 1.613957, mean_q: 1.954170, mean_eps: 0.100000
  603277/1200000: episode: 845, duration: 12.245s, episode steps: 642, steps per second:  52, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 1.997 [0.000, 5.000],  loss: 0.013284, mae: 1.602248, mean_q: 1.939430, mean_eps: 0.100000
  604071/1200000: episode: 846, duration: 14.842s, episode steps: 794, steps per second:  53, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.461 [0.000, 5.000],  loss: 0.014557, mae: 1.606080, mean_q: 1.945718, mean_eps: 0.100000
  604591/1200000: episode: 847, duration: 9.962s, episode steps: 520, steps per second:  52, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.885 [0.000, 5.000],  loss: 0.012418, mae: 1.576414, mean_q: 1.909311, mean_eps: 0.100000
  605502/1200000: episode: 848, duration: 17.923s, episode steps: 911, steps per second:  51, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.089 [0.000, 5.000],  loss: 0.013898, mae: 1.592349, mean_q: 1.927311, mean_eps: 0.100000
  606456/1200000: episode: 849, duration: 18.595s, episode steps: 954, steps per second:  51, episode reward: 22.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.611 [0.000, 5.000],  loss: 0.013338, mae: 1.607078, mean_q: 1.947756, mean_eps: 0.100000
  607177/1200000: episode: 850, duration: 14.103s, episode steps: 721, steps per second:  51, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.724 [0.000, 5.000],  loss: 0.015258, mae: 1.599770, mean_q: 1.937847, mean_eps: 0.100000
  607856/1200000: episode: 851, duration: 13.588s, episode steps: 679, steps per second:  50, episode reward:  7.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 1.577 [0.000, 5.000],  loss: 0.013154, mae: 1.627744, mean_q: 1.972248, mean_eps: 0.100000
  608678/1200000: episode: 852, duration: 16.260s, episode steps: 822, steps per second:  51, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.704 [0.000, 5.000],  loss: 0.012744, mae: 1.608993, mean_q: 1.948907, mean_eps: 0.100000
  609825/1200000: episode: 853, duration: 23.540s, episode steps: 1147, steps per second:  49, episode reward: 18.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.061 [0.000, 5.000],  loss: 0.014102, mae: 1.595314, mean_q: 1.932532, mean_eps: 0.100000
  610473/1200000: episode: 854, duration: 13.405s, episode steps: 648, steps per second:  48, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.369 [0.000, 5.000],  loss: 0.012460, mae: 1.636165, mean_q: 1.983799, mean_eps: 0.100000
  611124/1200000: episode: 855, duration: 13.143s, episode steps: 651, steps per second:  50, episode reward:  4.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 1.318 [0.000, 5.000],  loss: 0.013846, mae: 1.644211, mean_q: 1.992825, mean_eps: 0.100000
  611794/1200000: episode: 856, duration: 14.519s, episode steps: 670, steps per second:  46, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.840 [0.000, 5.000],  loss: 0.015629, mae: 1.643534, mean_q: 1.989046, mean_eps: 0.100000
  612630/1200000: episode: 857, duration: 16.565s, episode steps: 836, steps per second:  50, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.358 [0.000, 5.000],  loss: 0.012895, mae: 1.617761, mean_q: 1.958203, mean_eps: 0.100000
  613478/1200000: episode: 858, duration: 17.099s, episode steps: 848, steps per second:  50, episode reward: 21.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.732 [0.000, 5.000],  loss: 0.012634, mae: 1.664138, mean_q: 2.013876, mean_eps: 0.100000
  614311/1200000: episode: 859, duration: 17.096s, episode steps: 833, steps per second:  49, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.181 [0.000, 5.000],  loss: 0.014237, mae: 1.644513, mean_q: 1.987615, mean_eps: 0.100000
  615165/1200000: episode: 860, duration: 16.907s, episode steps: 854, steps per second:  51, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.635 [0.000, 5.000],  loss: 0.014625, mae: 1.648195, mean_q: 1.995429, mean_eps: 0.100000
  616154/1200000: episode: 861, duration: 19.609s, episode steps: 989, steps per second:  50, episode reward: 26.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.089 [0.000, 5.000],  loss: 0.014954, mae: 1.656154, mean_q: 2.004649, mean_eps: 0.100000
  616816/1200000: episode: 862, duration: 14.054s, episode steps: 662, steps per second:  47, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.639 [0.000, 5.000],  loss: 0.014945, mae: 1.654925, mean_q: 2.002108, mean_eps: 0.100000
  617638/1200000: episode: 863, duration: 17.215s, episode steps: 822, steps per second:  48, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.119 [0.000, 5.000],  loss: 0.015372, mae: 1.663379, mean_q: 2.012892, mean_eps: 0.100000
  618271/1200000: episode: 864, duration: 12.462s, episode steps: 633, steps per second:  51, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.125 [0.000, 5.000],  loss: 0.014705, mae: 1.674653, mean_q: 2.027486, mean_eps: 0.100000
  619119/1200000: episode: 865, duration: 17.026s, episode steps: 848, steps per second:  50, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.471 [0.000, 5.000],  loss: 0.014670, mae: 1.650433, mean_q: 1.998344, mean_eps: 0.100000
  620110/1200000: episode: 866, duration: 20.356s, episode steps: 991, steps per second:  49, episode reward: 17.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.206 [0.000, 5.000],  loss: 0.015402, mae: 1.667929, mean_q: 2.017754, mean_eps: 0.100000
  620657/1200000: episode: 867, duration: 10.510s, episode steps: 547, steps per second:  52, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.014213, mae: 1.637342, mean_q: 1.981519, mean_eps: 0.100000
  621355/1200000: episode: 868, duration: 13.228s, episode steps: 698, steps per second:  53, episode reward: 16.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.546 [0.000, 5.000],  loss: 0.013509, mae: 1.630531, mean_q: 1.973897, mean_eps: 0.100000
  622200/1200000: episode: 869, duration: 16.381s, episode steps: 845, steps per second:  52, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.521 [0.000, 5.000],  loss: 0.014169, mae: 1.646322, mean_q: 1.992089, mean_eps: 0.100000
  623281/1200000: episode: 870, duration: 22.471s, episode steps: 1081, steps per second:  48, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.558 [0.000, 5.000],  loss: 0.012260, mae: 1.634845, mean_q: 1.979013, mean_eps: 0.100000
  624144/1200000: episode: 871, duration: 17.990s, episode steps: 863, steps per second:  48, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.885 [0.000, 5.000],  loss: 0.014067, mae: 1.619978, mean_q: 1.959917, mean_eps: 0.100000
  625088/1200000: episode: 872, duration: 19.576s, episode steps: 944, steps per second:  48, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.028 [0.000, 5.000],  loss: 0.014841, mae: 1.619505, mean_q: 1.958225, mean_eps: 0.100000
  625713/1200000: episode: 873, duration: 12.980s, episode steps: 625, steps per second:  48, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.346 [0.000, 5.000],  loss: 0.014599, mae: 1.626421, mean_q: 1.968353, mean_eps: 0.100000
  626608/1200000: episode: 874, duration: 18.303s, episode steps: 895, steps per second:  49, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.516 [0.000, 5.000],  loss: 0.013575, mae: 1.634775, mean_q: 1.978321, mean_eps: 0.100000
  627529/1200000: episode: 875, duration: 33.429s, episode steps: 921, steps per second:  28, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.013032, mae: 1.625023, mean_q: 1.966649, mean_eps: 0.100000
  628237/1200000: episode: 876, duration: 15.283s, episode steps: 708, steps per second:  46, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.441 [0.000, 5.000],  loss: 0.012579, mae: 1.638249, mean_q: 1.983472, mean_eps: 0.100000
  628880/1200000: episode: 877, duration: 13.325s, episode steps: 643, steps per second:  48, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.309 [0.000, 5.000],  loss: 0.012777, mae: 1.638239, mean_q: 1.983086, mean_eps: 0.100000
  629711/1200000: episode: 878, duration: 16.643s, episode steps: 831, steps per second:  50, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.271 [0.000, 5.000],  loss: 0.014365, mae: 1.649949, mean_q: 1.997055, mean_eps: 0.100000
  630801/1200000: episode: 879, duration: 21.864s, episode steps: 1090, steps per second:  50, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.339 [0.000, 5.000],  loss: 0.012605, mae: 1.643975, mean_q: 1.990841, mean_eps: 0.100000
  631556/1200000: episode: 880, duration: 14.789s, episode steps: 755, steps per second:  51, episode reward: 18.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.225 [0.000, 5.000],  loss: 0.014237, mae: 1.638262, mean_q: 1.983389, mean_eps: 0.100000
  632191/1200000: episode: 881, duration: 12.127s, episode steps: 635, steps per second:  52, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.980 [0.000, 5.000],  loss: 0.013005, mae: 1.667360, mean_q: 2.018934, mean_eps: 0.100000
  633157/1200000: episode: 882, duration: 18.344s, episode steps: 966, steps per second:  53, episode reward: 24.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.903 [0.000, 5.000],  loss: 0.012900, mae: 1.659328, mean_q: 2.009227, mean_eps: 0.100000
  634075/1200000: episode: 883, duration: 18.346s, episode steps: 918, steps per second:  50, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.622 [0.000, 5.000],  loss: 0.015942, mae: 1.670290, mean_q: 2.020375, mean_eps: 0.100000
  634574/1200000: episode: 884, duration: 10.338s, episode steps: 499, steps per second:  48, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.297 [0.000, 5.000],  loss: 0.014550, mae: 1.678528, mean_q: 2.029607, mean_eps: 0.100000
  635715/1200000: episode: 885, duration: 22.445s, episode steps: 1141, steps per second:  51, episode reward: 21.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.082 [0.000, 5.000],  loss: 0.013002, mae: 1.659930, mean_q: 2.007652, mean_eps: 0.100000
  636360/1200000: episode: 886, duration: 13.140s, episode steps: 645, steps per second:  49, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.209 [0.000, 5.000],  loss: 0.014971, mae: 1.644624, mean_q: 1.988458, mean_eps: 0.100000
  637158/1200000: episode: 887, duration: 17.093s, episode steps: 798, steps per second:  47, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.012772, mae: 1.666837, mean_q: 2.016280, mean_eps: 0.100000
  637955/1200000: episode: 888, duration: 16.223s, episode steps: 797, steps per second:  49, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.854 [0.000, 5.000],  loss: 0.012008, mae: 1.658000, mean_q: 2.006434, mean_eps: 0.100000
  638594/1200000: episode: 889, duration: 12.497s, episode steps: 639, steps per second:  51, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.854 [0.000, 5.000],  loss: 0.013308, mae: 1.674597, mean_q: 2.026557, mean_eps: 0.100000
  639276/1200000: episode: 890, duration: 13.008s, episode steps: 682, steps per second:  52, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.214 [0.000, 5.000],  loss: 0.012007, mae: 1.662574, mean_q: 2.011730, mean_eps: 0.100000
  640030/1200000: episode: 891, duration: 15.689s, episode steps: 754, steps per second:  48, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.298 [0.000, 5.000],  loss: 0.013201, mae: 1.672178, mean_q: 2.022596, mean_eps: 0.100000
  640829/1200000: episode: 892, duration: 16.011s, episode steps: 799, steps per second:  50, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.150 [0.000, 5.000],  loss: 0.013220, mae: 1.691639, mean_q: 2.044264, mean_eps: 0.100000
  641555/1200000: episode: 893, duration: 14.258s, episode steps: 726, steps per second:  51, episode reward: 18.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.013927, mae: 1.682446, mean_q: 2.033053, mean_eps: 0.100000
  642431/1200000: episode: 894, duration: 17.239s, episode steps: 876, steps per second:  51, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.704 [0.000, 5.000],  loss: 0.013341, mae: 1.683809, mean_q: 2.035639, mean_eps: 0.100000
  643551/1200000: episode: 895, duration: 22.246s, episode steps: 1120, steps per second:  50, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.187 [0.000, 5.000],  loss: 0.013124, mae: 1.686694, mean_q: 2.038635, mean_eps: 0.100000
  644349/1200000: episode: 896, duration: 16.747s, episode steps: 798, steps per second:  48, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.010 [0.000, 5.000],  loss: 0.012777, mae: 1.669348, mean_q: 2.017914, mean_eps: 0.100000
  645603/1200000: episode: 897, duration: 26.058s, episode steps: 1254, steps per second:  48, episode reward: 25.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.175 [0.000, 5.000],  loss: 0.013321, mae: 1.690521, mean_q: 2.043995, mean_eps: 0.100000
  646122/1200000: episode: 898, duration: 11.119s, episode steps: 519, steps per second:  47, episode reward: 12.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.033 [0.000, 5.000],  loss: 0.013983, mae: 1.663765, mean_q: 2.011550, mean_eps: 0.100000
  646594/1200000: episode: 899, duration: 9.702s, episode steps: 472, steps per second:  49, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.157 [0.000, 5.000],  loss: 0.015228, mae: 1.677168, mean_q: 2.026180, mean_eps: 0.100000
  647427/1200000: episode: 900, duration: 17.518s, episode steps: 833, steps per second:  48, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.568 [0.000, 5.000],  loss: 0.014210, mae: 1.691171, mean_q: 2.045286, mean_eps: 0.100000
  648312/1200000: episode: 901, duration: 18.230s, episode steps: 885, steps per second:  49, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.411 [0.000, 5.000],  loss: 0.014408, mae: 1.684867, mean_q: 2.038006, mean_eps: 0.100000
  648962/1200000: episode: 902, duration: 13.846s, episode steps: 650, steps per second:  47, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.012828, mae: 1.685001, mean_q: 2.039393, mean_eps: 0.100000
  649703/1200000: episode: 903, duration: 15.140s, episode steps: 741, steps per second:  49, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.821 [0.000, 5.000],  loss: 0.016138, mae: 1.674252, mean_q: 2.025895, mean_eps: 0.100000
  650360/1200000: episode: 904, duration: 13.498s, episode steps: 657, steps per second:  49, episode reward: 14.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.645 [0.000, 5.000],  loss: 0.014441, mae: 1.675795, mean_q: 2.029408, mean_eps: 0.100000
  651234/1200000: episode: 905, duration: 18.575s, episode steps: 874, steps per second:  47, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.636 [0.000, 5.000],  loss: 0.012761, mae: 1.694586, mean_q: 2.051366, mean_eps: 0.100000
  651987/1200000: episode: 906, duration: 15.980s, episode steps: 753, steps per second:  47, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.264 [0.000, 5.000],  loss: 0.013378, mae: 1.692928, mean_q: 2.048342, mean_eps: 0.100000
  652690/1200000: episode: 907, duration: 15.231s, episode steps: 703, steps per second:  46, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.013409, mae: 1.678086, mean_q: 2.029613, mean_eps: 0.100000
  653362/1200000: episode: 908, duration: 14.170s, episode steps: 672, steps per second:  47, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.417 [0.000, 5.000],  loss: 0.012472, mae: 1.698488, mean_q: 2.054842, mean_eps: 0.100000
  654444/1200000: episode: 909, duration: 23.220s, episode steps: 1082, steps per second:  47, episode reward: 21.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.012397, mae: 1.688838, mean_q: 2.042921, mean_eps: 0.100000
  655372/1200000: episode: 910, duration: 19.383s, episode steps: 928, steps per second:  48, episode reward: 25.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.200 [0.000, 5.000],  loss: 0.013627, mae: 1.700235, mean_q: 2.055875, mean_eps: 0.100000
  655985/1200000: episode: 911, duration: 12.319s, episode steps: 613, steps per second:  50, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.437 [0.000, 5.000],  loss: 0.013334, mae: 1.696257, mean_q: 2.051650, mean_eps: 0.100000
